tanggal,wp_id,sektor,kecamatan,omzet_est,tarif,expected_tax,paid_tax,ratio_paid_expected,month,txn_wp_month,sector_code,kec_code,anomaly_label,anomaly_score,is_anomaly
2025-07-11,WP0180,RESTORAN,Leuwimunding,126849031.36,0.1,12684903.14,12973917.43,1.0227841148497725,7,3,4,3,1,-0.09865153911327129,False
2025-07-20,WP0020,RESTORAN,Kadipaten,74962238.9,0.1,7496223.89,5948872.66,0.7935825753464789,7,2,4,2,1,-0.12555708763641688,False
2025-04-09,WP0232,REKLAME,Kadipaten,14843140.98,0.25,3710785.25,3511507.44,0.9462976710926616,4,1,3,2,1,-0.11716490542530256,False
2025-01-21,WP0318,RESTORAN,Dawuan,98059091.67,0.1,9805909.17,10082366.0,1.0281928809666916,1,1,4,0,1,-0.09403864818704055,False
2025-07-19,WP0311,HOTEL,Leuwimunding,118130070.15,0.1,11813007.01,10686153.67,0.9046091025726057,7,1,1,3,1,-0.1481597973405997,False
2025-02-09,WP0344,HOTEL,Majalengka,54776561.71,0.1,5477656.17,4979582.82,0.909071812004586,2,1,1,5,1,-0.1048807815187277,False
2025-05-15,WP0306,GALIAN_C,Leuwimunding,227655983.45,0.2,45531196.69,47433779.69,1.0417863605244944,5,1,0,3,1,-0.08453159148519013,False
2025-05-14,WP0235,RESTORAN,Panyingkiran,30592608.11,0.1,3059260.81,227324.76,0.0743070872731508,5,2,4,6,-1,0.06255496728435495,True
2024-11-30,WP0105,GALIAN_C,Maja,213857583.76,0.2,42771516.75,39686274.78,0.9278669029196867,11,1,0,4,1,-0.06470398867308058,False
2025-01-19,WP0309,PARKIR,Kadipaten,6814803.66,0.25,1703700.92,1530652.62,0.8984280057793244,1,2,2,2,1,-0.011854352491306508,False
2025-08-07,WP0277,PARKIR,Panyingkiran,18236317.52,0.25,4559079.38,4943327.49,1.0842819521163942,8,2,2,6,1,-0.12222381491048406,False
2025-07-25,WP0295,RESTORAN,Kadipaten,64861516.68,0.1,6486151.67,6700553.81,1.0330553694869118,7,1,4,2,1,-0.1544191917560359,False
2025-03-23,WP0338,PARKIR,Rajagaluh,15848349.98,0.25,3962087.5,4373248.68,1.1037738767758156,3,1,2,7,1,-0.08718550810744463,False
2024-09-10,WP0308,HOTEL,Leuwimunding,106365657.9,0.1,10636565.79,9352623.61,0.8792897815564585,9,2,1,3,1,-0.135257422629468,False
2025-06-18,WP0176,RESTORAN,Dawuan,101698127.87,0.1,10169812.79,10077986.29,0.9909706794120838,6,1,4,0,1,-0.1294262694791949,False
2024-10-28,WP0199,GALIAN_C,Rajagaluh,217716917.0,0.2,43543383.4,38498900.49,0.8841504146873438,10,1,0,7,1,-0.04134420626732638,False
2025-01-01,WP0210,RESTORAN,Maja,114970634.53,0.1,11497063.45,11059566.27,0.961947050053029,1,1,4,4,1,-0.11117575837935639,False
2024-09-25,WP0235,RESTORAN,Panyingkiran,60593503.31,0.1,6059350.33,5896718.22,0.9731601407506009,9,2,4,6,1,-0.1289126665363008,False
2025-07-28,WP0131,HOTEL,Leuwimunding,117700284.66,0.1,11770028.47,12371412.14,1.0510944957807735,7,1,1,3,1,-0.1495024991891648,False
2025-04-25,WP0268,PARKIR,Maja,22198015.92,0.25,5549503.98,5520368.66,0.9947499235778545,4,1,2,4,1,-0.14685318093537336,False
2025-08-24,WP0311,HOTEL,Leuwimunding,137825774.28,0.1,13782577.43,13652936.01,0.990593818851486,8,3,1,3,1,-0.10277798771250996,False
2025-02-13,WP0322,PARKIR,Majalengka,14410907.38,0.25,3602726.85,2599660.46,0.7215813377580929,2,2,2,5,1,-0.06802094808557302,False
2025-08-18,WP0288,REKLAME,Kadipaten,50642226.61,0.25,12660556.65,13289224.06,1.049655589985453,8,1,3,2,1,-0.14554680710270984,False
2024-11-10,WP0120,REKLAME,Majalengka,36735488.98,0.25,9183872.24,7070809.98,0.7699159782736699,11,1,3,5,1,-0.11978022103973618,False
2025-02-20,WP0071,PARKIR,Leuwimunding,22035804.21,0.25,5508951.05,5795337.11,1.0519855880730689,2,1,2,3,1,-0.13524225814084784,False
2025-04-19,WP0265,GALIAN_C,Rajagaluh,103475602.0,0.2,20695120.4,61495716.72,2.971508043026413,4,1,0,7,-1,0.05050193717681761,True
2025-03-24,WP0343,RESTORAN,Rajagaluh,81179691.56,0.1,8117969.16,8890636.01,1.0951798208112433,3,2,4,7,1,-0.09978516447302194,False
2025-07-03,WP0337,GALIAN_C,Panyingkiran,271544027.88,0.2,54308805.58,59479395.68,1.0952072144614453,7,1,0,6,1,-0.05040565884937509,False
2024-11-05,WP0174,RESTORAN,Majalengka,94640266.59,0.1,9464026.66,9443706.86,0.9978529434954063,11,3,4,5,1,-0.09866228800895294,False
2025-01-06,WP0186,REKLAME,Leuwimunding,23597898.9,0.25,5899474.72,6286339.61,1.0655761586177288,1,1,3,3,1,-0.12776518135439657,False
2025-03-07,WP0123,HOTEL,Maja,137668693.53,0.1,13766869.35,10542503.56,0.7657880155592528,3,1,1,4,1,-0.11210158966478379,False
2025-08-03,WP0246,GALIAN_C,Rajagaluh,271794708.23,0.2,54358941.65,54748763.33,1.0071712522018905,8,3,0,7,1,-0.004446311652010038,False
2024-09-19,WP0213,REKLAME,Leuwimunding,5233509.03,0.25,1308377.26,1269703.32,0.9704412930564079,9,2,3,3,1,-0.004486803409770479,False
2025-01-16,WP0032,RESTORAN,Majalengka,88516003.47,0.1,8851600.35,7973342.47,0.9007797635147412,1,1,4,5,1,-0.11826319354483306,False
2025-04-04,WP0082,REKLAME,Dawuan,23503599.15,0.25,5875899.79,4852876.23,0.825894995394399,4,1,3,0,1,-0.1073387311196668,False
2024-09-20,WP0105,GALIAN_C,Maja,118710894.34,0.2,23742178.87,20794165.74,0.8758322415924077,9,1,0,4,1,-0.0714172174077774,False
2025-06-13,WP0067,RESTORAN,Leuwimunding,53163940.34,0.1,5316394.03,5179643.05,0.9742774934987276,6,2,4,3,1,-0.13896191932942903,False
2024-11-22,WP0282,HOTEL,Panyingkiran,85883442.91,0.1,8588344.29,7902958.72,0.9201958437090091,11,2,1,6,1,-0.10341407665451802,False
2025-01-03,WP0147,REKLAME,Jatiwangi,19354881.26,0.25,4838720.32,4861171.95,1.0046399933278227,1,1,3,1,1,-0.11188200989978342,False
2025-06-30,WP0230,REKLAME,Majalengka,24285921.57,0.25,6071480.39,6170739.92,1.01634848893912,6,1,3,5,1,-0.15503517498617547,False
2025-07-21,WP0057,RESTORAN,Jatiwangi,119587245.53,0.1,11958724.55,10820450.36,0.9048164220824033,7,1,4,1,1,-0.13869343987466481,False
2025-03-03,WP0202,RESTORAN,Kadipaten,72502213.56,0.1,7250221.36,7330834.83,1.0111187598277689,3,2,4,2,1,-0.14210880066202652,False
2024-09-19,WP0313,RESTORAN,Maja,94750470.31,0.1,9475047.03,11649741.47,1.2295180628776259,9,1,4,4,1,-0.11999737395570276,False
2025-04-02,WP0008,GALIAN_C,Panyingkiran,257030505.83,0.2,51406101.17,48495652.34,0.9433832023094857,4,1,0,6,1,-0.059409351069537264,False
2025-02-19,WP0348,RESTORAN,Majalengka,86106443.71,0.1,8610644.37,9327051.77,1.0832002076982772,2,1,4,5,1,-0.12904265332482573,False
2025-07-18,WP0042,HOTEL,Maja,103294496.69,0.1,10329449.67,10751512.15,1.0408601129279718,7,2,1,4,1,-0.1399936178758947,False
2024-12-22,WP0043,RESTORAN,Jatiwangi,105862012.07,0.1,10586201.21,10613600.67,1.0025882239961694,12,2,4,1,1,-0.10822178218837747,False
2024-11-16,WP0094,REKLAME,Kadipaten,20469439.23,0.25,5117359.81,4911920.05,0.959854345282006,11,3,3,2,1,-0.08071759274499934,False
2025-01-25,WP0113,GALIAN_C,Majalengka,68187599.52,0.2,13637519.9,13651478.06,1.001023511613721,1,1,0,5,1,-0.0647804909053128,False
2024-09-14,WP0235,RESTORAN,Panyingkiran,139829879.51,0.1,13982987.95,13396929.33,0.9580877404675158,9,2,4,6,1,-0.1055354033454971,False
2025-02-17,WP0026,PARKIR,Leuwimunding,17031378.76,0.25,4257844.69,4268059.91,1.0023991527976563,2,1,2,3,1,-0.12679945588954578,False
2024-10-28,WP0125,RESTORAN,Panyingkiran,85275574.89,0.1,8527557.49,8702900.62,1.0205619405328687,10,1,4,6,1,-0.13728269924521547,False
2025-03-12,WP0245,RESTORAN,Leuwimunding,65459567.53,0.1,6545956.75,7639381.22,1.167038144576803,3,2,4,3,1,-0.12995045045624665,False
2025-08-08,WP0170,REKLAME,Maja,25694608.57,0.25,6423652.14,7084495.94,1.102876647987355,8,2,3,4,1,-0.1451497226519814,False
2025-08-20,WP0290,REKLAME,Panyingkiran,23144382.16,0.25,5786095.54,6000709.88,1.0370913923761444,8,1,3,6,1,-0.1402524278436612,False
2025-07-02,WP0170,REKLAME,Maja,26309503.04,0.25,6577375.76,6630414.16,1.0080637631078568,7,1,3,4,1,-0.15909654618857333,False
2025-02-09,WP0197,PARKIR,Maja,27311834.77,0.25,6827958.69,7546808.82,1.1052803865162224,2,1,2,4,1,-0.13257055690968883,False
2025-01-16,WP0004,REKLAME,Panyingkiran,18848545.89,0.25,4712136.47,4341064.58,0.9212518796171454,1,2,3,6,1,-0.0929336282915334,False
2024-12-14,WP0052,PARKIR,Leuwimunding,18044976.24,0.25,4511244.06,4007858.77,0.888415416389598,12,3,2,3,1,-0.062453644247102535,False
2024-10-26,WP0033,RESTORAN,Majalengka,50427131.77,0.1,5042713.18,5308042.13,1.052616308032812,10,1,4,5,1,-0.12712222752972135,False
2025-02-02,WP0229,GALIAN_C,Maja,201027923.01,0.2,40205584.6,42381850.14,1.0541284391621555,2,1,0,4,1,-0.062370101419064294,False
2025-07-02,WP0008,GALIAN_C,Panyingkiran,313793915.51,0.2,62758783.1,64662003.22,1.030325956399878,7,1,0,6,1,-0.039041711919658106,False
2025-04-23,WP0179,GALIAN_C,Leuwimunding,217635557.32,0.2,43527111.46,19054378.03,0.4377588447951653,4,2,0,3,1,-0.022461014795253753,False
2025-07-11,WP0066,REKLAME,Dawuan,35778087.69,0.25,8944521.92,1766916.15,0.1975417094176007,7,1,3,0,1,-0.011193636001290308,False
2025-07-06,WP0268,PARKIR,Maja,18334027.81,0.25,4583506.95,4747229.5,1.0357199305653937,7,4,2,4,1,-0.04855033249710827,False
2025-06-13,WP0100,RESTORAN,Dawuan,107863470.47,0.1,10786347.05,10346624.9,0.9592334505869621,6,1,4,0,1,-0.12465750198837638,False
2025-05-20,WP0257,GALIAN_C,Kadipaten,129259838.9,0.2,25851967.78,30266723.66,1.1707705934638915,5,3,0,2,1,-0.02726714700384203,False
2025-07-19,WP0011,RESTORAN,Rajagaluh,76211342.02,0.1,7621134.2,8962113.17,1.1759553020336526,7,1,4,7,1,-0.09873809139446538,False
2024-11-03,WP0299,REKLAME,Panyingkiran,23332301.7,0.25,5833075.43,5621529.76,0.9637334245821676,11,1,3,6,1,-0.12590945323575242,False
2024-11-19,WP0009,REKLAME,Panyingkiran,45023424.69,0.25,11255856.17,10906105.46,0.9689272228857915,11,1,3,6,1,-0.12412405346034922,False
2025-01-12,WP0179,GALIAN_C,Leuwimunding,230009247.4,0.2,46001849.48,48738518.8,1.0594904194273713,1,1,0,3,1,-0.0473111502068968,False
2025-01-30,WP0302,REKLAME,Rajagaluh,9561788.71,0.25,2390447.18,2671305.2,1.1174918326369379,1,2,3,7,1,-0.015296866227914263,False
2025-05-12,WP0249,GALIAN_C,Maja,202126241.51,0.2,40425248.3,48169279.35,1.1915642173062424,5,2,0,4,1,-0.05749517898076095,False
2025-06-05,WP0231,PARKIR,Rajagaluh,22679678.12,0.25,5669919.53,5938380.17,1.0473482275329575,6,2,2,7,1,-0.10707637390942304,False
2025-07-07,WP0282,HOTEL,Panyingkiran,183434538.04,0.1,18343453.8,18985928.3,1.035024729094365,7,2,1,6,1,-0.10080331588646224,False
2024-11-18,WP0210,RESTORAN,Maja,55465413.91,0.1,5546541.39,5175622.07,0.9331260160306855,11,1,4,4,1,-0.12241925274324061,False
2025-02-02,WP0075,PARKIR,Jatiwangi,20974669.5,0.25,5243667.38,5370223.79,1.0241350949304493,2,3,2,1,1,-0.07131841555239649,False
2024-12-21,WP0258,REKLAME,Majalengka,28003427.28,0.25,7000856.82,6967001.37,0.9951640990709477,12,1,3,5,1,-0.1307022680948013,False
2024-10-27,WP0076,PARKIR,Leuwimunding,23823357.96,0.25,5955839.49,5469136.37,0.9182813571760645,10,1,2,3,1,-0.13854923199446934,False
2025-01-16,WP0151,GALIAN_C,Rajagaluh,160058900.58,0.2,32011780.12,39171971.54,1.2236736411770655,1,2,0,7,1,-1.1438107408001663e-05,False
2025-04-28,WP0189,REKLAME,Kadipaten,33509313.89,0.25,8377328.47,8401860.87,1.002928427611243,4,3,3,2,1,-0.11979550481781515,False
2024-09-17,WP0134,HOTEL,Kadipaten,202070146.18,0.1,20207014.62,19018255.55,0.9411709699648844,9,1,1,2,1,-0.10635168671875461,False
2024-09-08,WP0190,RESTORAN,Majalengka,108926392.2,0.1,10892639.22,10414051.24,0.9560631752935262,9,1,4,5,1,-0.14825135390195593,False
2024-10-05,WP0292,RESTORAN,Kadipaten,90004752.19,0.1,9000475.22,9713114.43,1.0791779536725394,10,1,4,2,1,-0.14497954900259613,False
2024-10-16,WP0254,HOTEL,Kadipaten,90860328.28,0.1,9086032.83,8381745.82,0.9224868517231629,10,1,1,2,1,-0.1303363433802261,False
2025-05-21,WP0126,HOTEL,Kadipaten,149862880.12,0.1,14986288.01,14271444.24,0.9523001446707149,5,2,1,2,1,-0.13056522596219777,False
2024-12-04,WP0292,RESTORAN,Kadipaten,121460587.59,0.1,12146058.76,11683026.4,0.9618779746459913,12,2,4,2,1,-0.10556812805610472,False
2024-08-25,WP0033,RESTORAN,Majalengka,94919847.54,0.1,9491984.75,22675382.07,2.3888978614298764,8,2,4,5,1,-0.019308091102255953,False
2025-01-05,WP0017,HOTEL,Dawuan,116108046.53,0.1,11610804.65,10159997.44,0.8750467987591195,1,1,1,0,1,-0.06888403260837139,False
2025-04-08,WP0281,GALIAN_C,Kadipaten,218989253.99,0.2,43797850.8,45861155.28,1.0471097198221426,4,2,0,2,1,-0.07954997588005192,False
2025-04-24,WP0281,GALIAN_C,Kadipaten,192937134.08,0.2,38587426.82,41328293.24,1.0710300386907219,4,2,0,2,1,-0.07929178645685936,False
2024-10-07,WP0010,PARKIR,Panyingkiran,27498089.3,0.25,6874522.32,6885120.36,1.0015416402051918,10,1,2,6,1,-0.13630914022209079,False
2025-04-24,WP0269,HOTEL,Maja,152454237.05,0.1,15245423.7,16354596.94,1.0727545040286417,4,1,1,4,1,-0.12750130282356248,False
2024-11-14,WP0010,PARKIR,Panyingkiran,23467650.15,0.25,5866912.54,7070474.0,1.2051439239624322,11,2,2,6,1,-0.0967308325540166,False
2025-07-27,WP0178,HOTEL,Jatiwangi,134193698.75,0.1,13419369.87,12068047.48,0.8993006077713842,7,1,1,1,1,-0.1260867153243046,False
2024-11-02,WP0229,GALIAN_C,Maja,118006097.15,0.2,23601219.43,24576774.04,1.0413349239387162,11,1,0,4,1,-0.06250989799195616,False
2024-09-03,WP0039,REKLAME,Leuwimunding,42623928.48,0.25,10655982.12,10543793.63,0.9894717831977745,9,1,3,3,1,-0.1584789911654389,False
2025-07-16,WP0252,HOTEL,Kadipaten,172561479.01,0.1,17256147.9,19493910.56,1.1296791539437374,7,2,1,2,1,-0.11002371217252838,False
2025-04-08,WP0225,RESTORAN,Majalengka,145925857.04,0.1,14592585.7,15394164.35,1.0549305425699846,4,3,4,5,1,-0.07062329874402717,False
2025-04-15,WP0293,PARKIR,Jatiwangi,26409280.34,0.25,6602320.09,5592967.17,0.8471214805945587,4,2,2,1,1,-0.11725722371326464,False
2025-01-20,WP0278,REKLAME,Panyingkiran,11771871.64,0.25,2942967.91,2539707.66,0.8629749754899638,1,1,3,6,1,-0.06001656041933323,False
2025-07-29,WP0063,PARKIR,Leuwimunding,23942403.74,0.25,5985600.94,6385699.02,1.066843427086203,7,1,2,3,1,-0.15103521948340365,False
2025-07-28,WP0122,GALIAN_C,Kadipaten,188114760.93,0.2,37622952.19,35944921.82,0.9553987586746048,7,3,0,2,1,-0.05079216973952816,False
2025-08-07,WP0246,GALIAN_C,Rajagaluh,313817771.16,0.2,62763554.23,68813092.7,1.0963861678041875,8,3,0,7,-1,0.021073571055480356,True
2025-07-20,WP0077,PARKIR,Majalengka,12168324.66,0.25,3042081.17,3167242.87,1.041143445228978,7,1,2,5,1,-0.10892094730572777,False
2025-06-08,WP0072,RESTORAN,Leuwimunding,96038499.49,0.1,9603849.95,8925697.82,0.9293874713234145,6,2,4,3,1,-0.15386799099986326,False
2024-11-13,WP0024,HOTEL,Majalengka,199496362.41,0.1,19949636.24,17604759.53,0.8824601771285231,11,1,1,5,1,-0.09291728671006438,False
2025-08-09,WP0247,HOTEL,Leuwimunding,75812349.92,0.1,7581234.99,7085152.61,0.9345644369744038,8,1,1,3,1,-0.1417137732202316,False
2025-07-28,WP0214,RESTORAN,Jatiwangi,40293986.39,0.1,4029398.64,3755876.22,0.9321183023976005,7,1,4,1,1,-0.1087152412859409,False
2024-11-19,WP0175,REKLAME,Jatiwangi,30315514.21,0.25,7578878.55,6122584.0,0.8078482798751274,11,1,3,1,1,-0.11544144714831428,False
2025-06-19,WP0199,GALIAN_C,Rajagaluh,136626585.31,0.2,27325317.06,33592262.72,1.2293457618895787,6,1,0,7,1,-0.033199785521965675,False
2025-03-06,WP0089,GALIAN_C,Panyingkiran,295577672.55,0.2,59115534.51,65673564.28,1.110935811108849,3,1,0,6,1,-0.018341418123877462,False
2024-12-13,WP0026,PARKIR,Leuwimunding,18233295.93,0.25,4558323.98,1793465.86,0.39344852798286617,12,2,2,3,1,-0.01222824153667379,False
2024-11-01,WP0127,PARKIR,Dawuan,26624331.55,0.25,6656082.89,7316471.8,1.0992158482569618,11,1,2,0,1,-0.09437566801264885,False
2025-07-10,WP0299,REKLAME,Panyingkiran,28341724.53,0.25,7085431.13,7288604.37,1.02867478862927,7,2,3,6,1,-0.1423667149673935,False
2025-03-11,WP0180,RESTORAN,Leuwimunding,43067251.39,0.1,4306725.14,4747932.79,1.102446205796175,3,1,4,3,1,-0.11681699274385582,False
2025-01-29,WP0311,HOTEL,Leuwimunding,122810711.19,0.1,12281071.12,11494215.74,0.9359294175311316,1,1,1,3,1,-0.11612221032791376,False
2025-01-23,WP0112,RESTORAN,Dawuan,72562750.76,0.1,7256275.08,6938804.61,0.9562488375233977,1,1,4,0,1,-0.09893423317707567,False
2025-06-30,WP0205,REKLAME,Dawuan,5000000.0,0.25,1250000.0,1312286.16,1.049828928,6,2,3,0,-1,0.018305854296961854,True
2024-09-29,WP0101,RESTORAN,Majalengka,53292080.41,0.1,5329208.04,4506350.37,0.8455947555764778,9,2,4,5,1,-0.11846312484273086,False
2024-09-16,WP0255,RESTORAN,Dawuan,97457337.9,0.1,9745733.79,7782394.83,0.7985437523427367,9,3,4,0,1,-0.06751690158970192,False
2025-04-03,WP0137,REKLAME,Dawuan,24916453.44,0.25,6229113.36,16394625.51,2.631935648382549,4,2,3,0,-1,0.009008247059282826,True
2025-06-03,WP0341,HOTEL,Leuwimunding,78825919.02,0.1,7882591.9,6785498.28,0.8608207003587234,6,1,1,3,1,-0.13994626343108718,False
2025-07-05,WP0135,GALIAN_C,Majalengka,282463444.5,0.2,56492688.9,68061915.17,1.2047915667544018,7,1,0,5,1,-0.031314653391759206,False
2025-03-17,WP0343,RESTORAN,Rajagaluh,76277896.5,0.1,7627789.65,6380376.0,0.8364645975784085,3,2,4,7,1,-0.09172702347846512,False
2024-09-28,WP0222,REKLAME,Rajagaluh,42455931.04,0.25,10613982.76,11789818.25,1.1107817410850966,9,1,3,7,1,-0.1031562392218372,False
2025-07-18,WP0125,RESTORAN,Panyingkiran,89402033.9,0.1,8940203.39,9179628.99,1.0267807777469367,7,1,4,6,1,-0.13971554701015787,False
2025-07-20,WP0179,GALIAN_C,Leuwimunding,267969436.84,0.2,53593887.37,54643866.77,1.0195914021453825,7,1,0,3,1,-0.07354254448702191,False
2024-11-10,WP0286,RESTORAN,Jatiwangi,67488721.71,0.1,6748872.17,7169676.88,1.0623518566362178,11,2,4,1,1,-0.11629004504420598,False
2024-10-26,WP0237,RESTORAN,Maja,92339821.76,0.1,9233982.18,4052441.35,0.4388617252020731,10,2,4,4,1,-0.06084336336379237,False
2024-09-21,WP0123,HOTEL,Maja,139255668.16,0.1,13925566.82,14058647.81,1.0095565941207412,9,2,1,4,1,-0.1305560084121154,False
2025-06-13,WP0040,HOTEL,Kadipaten,109371662.83,0.1,10937166.28,12144357.63,1.110375148287496,6,1,1,2,1,-0.1453650668435234,False
2025-07-29,WP0180,RESTORAN,Leuwimunding,94264749.8,0.1,9426474.98,8972683.71,0.9518599189025801,7,3,4,3,1,-0.11808213674715795,False
2025-08-10,WP0003,PARKIR,Majalengka,19581446.94,0.25,4895361.74,987034.72,0.201626513508683,8,2,2,5,1,-0.001764349614286398,False
2024-12-09,WP0030,RESTORAN,Kadipaten,58416856.98,0.1,5841685.7,5940806.84,1.016967900207298,12,2,4,2,1,-0.10556345604059081,False
2025-03-13,WP0290,REKLAME,Panyingkiran,25843317.63,0.25,6460829.41,4939224.24,0.764487641842876,3,2,3,6,1,-0.10716358654860009,False
2024-10-10,WP0052,PARKIR,Leuwimunding,15037419.2,0.25,3759354.8,3404206.28,0.9055293956292713,10,1,2,3,1,-0.10864813493688708,False
2025-06-30,WP0106,RESTORAN,Kadipaten,103034971.82,0.1,10303497.18,9111542.75,0.8843155475100543,6,2,4,2,1,-0.142176973317447,False
2025-03-01,WP0130,REKLAME,Panyingkiran,17623846.99,0.25,4405961.75,4170877.71,0.9466441032993534,3,1,3,6,1,-0.1177557648489923,False
2025-05-02,WP0111,RESTORAN,Dawuan,57291627.34,0.1,5729162.73,4441921.61,0.7753177592147047,5,1,4,0,1,-0.09185541014916743,False
2024-09-06,WP0047,HOTEL,Dawuan,136246416.55,0.1,13624641.65,12768444.8,0.937158211423491,9,1,1,0,1,-0.09514735703999255,False
2024-09-12,WP0277,PARKIR,Panyingkiran,21464569.5,0.25,5366142.38,5131840.65,0.9563370269724376,9,3,2,6,1,-0.09591225194220132,False
2025-02-02,WP0001,HOTEL,Jatiwangi,129634865.82,0.1,12963486.58,13942157.15,1.0754943945026247,2,2,1,1,1,-0.09278658009324803,False
2025-07-17,WP0238,RESTORAN,Leuwimunding,109638344.31,0.1,10963834.43,11532512.0,1.0518684930560376,7,1,4,3,1,-0.15467712245706683,False
2024-09-22,WP0255,RESTORAN,Dawuan,86983950.91,0.1,8698395.09,9480798.83,1.0899480573030629,9,3,4,0,1,-0.08410267549735295,False
2024-10-08,WP0042,HOTEL,Maja,37184019.11,0.1,3718401.91,3920195.66,1.0542689453384022,10,2,1,4,1,-0.08248542425309852,False
2024-08-30,WP0097,REKLAME,Leuwimunding,37618068.37,0.25,9404517.09,9561800.22,1.0167242111949846,8,1,3,3,1,-0.16001464235981927,False
2025-08-18,WP0093,PARKIR,Leuwimunding,18369397.63,0.25,4592349.41,4515663.25,0.9833013228843142,8,1,2,3,1,-0.14134303045683227,False
2024-12-29,WP0188,REKLAME,Maja,31687777.37,0.25,7921944.34,10447795.29,1.3188422995155757,12,1,3,4,1,-0.09502223383279063,False
2025-04-26,WP0134,HOTEL,Kadipaten,50277681.65,0.1,5027768.17,4390956.43,0.8733410693436965,4,1,1,2,1,-0.11052220480292368,False
2025-01-21,WP0109,RESTORAN,Maja,134295403.85,0.1,13429540.39,12253008.83,0.9123922691445139,1,1,4,4,1,-0.09792861195830943,False
2024-10-13,WP0278,REKLAME,Panyingkiran,10648260.54,0.25,2662065.13,2617861.56,0.9833950080702947,10,1,3,6,1,-0.08215054994578036,False
2025-01-21,WP0037,HOTEL,Kadipaten,143151367.11,0.1,14315136.71,13183784.95,0.920968148406876,1,1,1,2,1,-0.10935458327554148,False
2025-01-22,WP0151,GALIAN_C,Rajagaluh,215916970.29,0.2,43183394.06,41026605.32,0.9500551360783891,1,2,0,7,1,-0.027978875043223828,False
2025-04-11,WP0335,RESTORAN,Majalengka,52297537.34,0.1,5229753.73,4725977.85,0.903671204035835,4,1,4,5,1,-0.12503783011762876,False
2025-03-23,WP0026,PARKIR,Leuwimunding,19955791.86,0.25,4988947.97,4539920.1,0.9099954794677885,3,1,2,3,1,-0.1372295988651469,False
2024-10-03,WP0198,GALIAN_C,Kadipaten,276480621.44,0.2,55296124.29,47667076.01,0.8620328571313691,10,3,0,2,1,-0.016896498770113455,False
2025-02-28,WP0137,REKLAME,Dawuan,25180607.03,0.25,6295151.76,5186557.18,0.8238970842539307,2,2,3,0,1,-0.08653311505738287,False
2025-03-25,WP0155,GALIAN_C,Rajagaluh,52539635.2,0.2,10507927.04,10254735.09,0.9759046718695147,3,1,0,7,1,-0.058083719629489106,False
2025-06-10,WP0149,RESTORAN,Rajagaluh,62524332.1,0.1,6252433.21,5927002.9,0.9479514136225375,6,1,4,7,1,-0.10658075259122762,False
2025-01-23,WP0063,PARKIR,Leuwimunding,26780467.86,0.25,6695116.97,6628803.19,0.9900952021753849,1,1,2,3,1,-0.1292041310144572,False
2024-08-31,WP0107,HOTEL,Panyingkiran,79269674.21,0.1,7926967.42,8332234.46,1.0511251047881813,8,2,1,6,1,-0.12151954604171933,False
2025-07-05,WP0283,HOTEL,Kadipaten,77417963.75,0.1,7741796.38,7871207.75,1.0167159356366333,7,2,1,2,1,-0.13420913750555163,False
2024-10-08,WP0345,HOTEL,Maja,117920715.87,0.1,11792071.59,13421490.13,1.1381791594092587,10,1,1,4,1,-0.12791704778447865,False
2024-12-19,WP0331,HOTEL,Rajagaluh,186224644.7,0.1,18622464.47,18933972.69,1.0167275507762052,12,2,1,7,1,-0.04774790309413368,False
2025-07-04,WP0136,HOTEL,Kadipaten,205928753.03,0.1,20592875.3,17817855.94,0.8652437156262487,7,1,1,2,1,-0.10932255279337683,False
2024-10-19,WP0109,RESTORAN,Maja,114819008.37,0.1,11481900.84,11981050.58,1.043472744361377,10,1,4,4,1,-0.1360238380404859,False
2025-07-07,WP0103,HOTEL,Majalengka,95757917.05,0.1,9575791.7,10689968.67,1.1163535094440287,7,3,1,5,1,-0.1013083240091538,False
2025-01-12,WP0096,HOTEL,Rajagaluh,116127650.84,0.1,11612765.08,12704596.53,1.0940199377562885,1,1,1,7,1,-0.0733011104197529,False
2024-10-10,WP0262,GALIAN_C,Majalengka,176540328.25,0.2,35308065.65,32624629.45,0.9239993426261232,10,1,0,5,1,-0.07693225674130044,False
2024-12-03,WP0149,RESTORAN,Rajagaluh,99763044.34,0.1,9976304.43,10768782.3,1.0794360151657882,12,2,4,7,1,-0.07823931713832438,False
2024-09-28,WP0129,RESTORAN,Rajagaluh,83068994.25,0.1,8306899.43,8384324.41,1.0093205630635642,9,1,4,7,1,-0.11200910979845635,False
2024-10-15,WP0346,REKLAME,Dawuan,40871358.88,0.25,10217839.72,11859311.04,1.1606475894104158,10,2,3,0,1,-0.09420555620983362,False
2024-10-27,WP0261,REKLAME,Majalengka,43286283.89,0.25,10821570.97,12507019.45,1.155748965161571,10,2,3,5,1,-0.12412810980921818,False
2025-06-08,WP0070,GALIAN_C,Majalengka,326238100.16,0.2,65247620.03,59470913.85,0.9114648752346224,6,1,0,5,1,-0.04561387961115859,False
2025-06-30,WP0010,PARKIR,Panyingkiran,27832362.09,0.25,6958090.52,6993770.58,1.0051278522315057,6,3,2,6,1,-0.1104917584941914,False
2025-06-30,WP0142,RESTORAN,Panyingkiran,87492074.41,0.1,8749207.44,8920215.07,1.0195454995406992,6,2,4,6,1,-0.13970104890268048,False
