tanggal;wp_id;omzet_est;tarif;expected_tax;paid_tax;ratio_paid_expected;month;sector_name;kec_code
01/07/2024;1701;2.016.420.294.325.130;0.03850159204152335;2.068.710.036.647.690;4.719.524.078.888.360;0.22813850154351573;7;sector_reklame;15
02/07/2024;1950;9.306.131.912.374.180;0.0709573563368327;20.158.194.593.070.300;11.237.288.780.918.900;0.05574551197547164;7;sector_parkir;98
03/07/2024;1941;5.172.521.562.183.310;0.03606244342036544;36.355.567.523.918.600;9.256.199.201.856.630;0.2546019724700183;7;sector_restoran;81
04/07/2024;1151;13.049.749.031.204.500;0.061947977178030536;6.891.318.120.898.720;3.711.002.989.695.880;0.05385040894341883;7;sector_hotel;3
05/07/2024;1993;4.673.169.656.961.690;0.015930294852877544;3.900.584.247.629.230;35.900.934.194.522.900;9.203.988.919.440.320;7;sector_parkir;67
06/07/2024;1301;7.408.369.547.926.620;0.027216024102686295;14.719.072.103.421.700;10.993.534.615.141.800;0.7468904655060585;7;sector_reklame;37
07/07/2024;1277;731.385.915.736.707;0.046666474445021394;50.252.835.750.743.200;5.916.957.193.994.060;11.774.374.730.497.700;7;sector_reklame;81
08/07/2024;1650;6.731.699.809.518.970;0.09432543285178259;2.858.299.354.758.330;50.903.304.964.393.000;1.780.894.813.541.900;7;sector_restoran;55
09/07/2024;1687;20.266.404.986.949.400;0.043952678714412594;3.193.438.483.025.770;8.781.361.286.075.110;2.749.813.823.798.720;7;sector_parkir;38
10/07/2024;1007;2.304.158.944.409.900;0.06976667090798508;36.568.367.837.317.400;32.518.292.679.105.100;0.8892464882154439;7;sector_parkir;63
11/07/2024;1806;26.502.503.468.757.300;0.03295785001792584;5.524.354.759.717.870;2.092.717.505.733.560;3.788.166.395.455.090;7;sector_restoran;1
12/07/2024;1234;1.181.204.222.757.650;0.021433021837590858;1.159.589.557.488.250;11.890.315.946.568.600;10.253.900.502.798.400;7;sector_hotel;71
13/07/2024;1674;1.563.485.217.562.310;0.015268294007204513;18.873.244.439.224.100;2.796.764.123.034.020;0.1481867164938282;7;sector_parkir;90
14/07/2024;1560;15.512.657.052.566.400;0.037487214868847624;13.218.611.826.120.200;7.113.900.656.894.880;0.5381730510338232;7;sector_restoran;19
15/07/2024;1301;5.147.393.412.627.990;0.02418949241172172;7.216.734.985.322.810;344.734.617.033.284;4.776.877.878.076.370;7;sector_parkir;52
16/07/2024;1037;13.299.795.740.881.500;0.02566094032145118;12.730.522.667.558.400;23.503.264.418.862.400;0.1846213626307458;7;sector_restoran;30
17/07/2024;1135;25.390.927.208.216.800;0.0784683377548255;8.483.115.852.244.790;39.522.097.939.075.400;4.658.912.907.409.740;7;sector_reklame;55
18/07/2024;1821;967.692.551.366.419;0.01142542638503868;16.485.972.612.694.500;8.932.377.986.836.340;5.418.168.643.540.140;7;sector_reklame;14
19/07/2024;1420;42.659.368.879.279.600;0.06020291131618911;32.993.713.144.734.900;9.595.921.602.556.000;0.29084091143246504;7;sector_parkir;13
20/07/2024;1218;42.777.814.703.013.100;0.04415152425341184;8.062.500.869.379.580;40.984.508.906.530.600;5.083.349.393.757.570;7;sector_parkir;84
21/07/2024;1347;9.500.514.697.672.940;0.05558949999176926;7.855.188.974.426.340;2.133.315.673.906.950;0.0271580439484302;7;sector_reklame;90
22/07/2024;1807;30.738.119.749.906.400;0.06065472134931427;45.024.772.992.991.800;13.841.570.819.649.800;30.742.122.390.720.900;7;sector_hotel;27
23/07/2024;1545;8.103.845.117.617.780;0.03820309250115504;2.263.285.944.054.980;1.345.405.938.393.840;0.5944480598785377;7;sector_restoran;89
24/07/2024;1863;2.456.374.926.010.540;0.03655979741658568;8.453.533.886.559.040;8.193.914.843.680.770;0.9692886967317825;7;sector_hotel;9
25/07/2024;1078;6.622.728.779.132.880;0.07600616644014152;37.886.499.107.854.400;12.817.539.579.216.400;33.831.417.209.406.800;7;sector_hotel;41
26/07/2024;1747;12.524.640.388.173.900;0.08841492893090415;3.505.511.087.959.980;3.521.627.621.245.670;10.045.974.846.124.500;7;sector_hotel;48
27/07/2024;1894;18.630.205.070.874.300;0.027332346921267514;13.592.924.391.814.200;5.712.290.192.944.120;42.023.997.399.589;7;sector_reklame;12
28/07/2024;1272;6.643.923.334.891.840;0.018785688448163407;20.526.570.742.742.000;2.510.836.505.696.080;12.232.128.479.541.000;7;sector_parkir;10
29/07/2024;1160;4.818.820.347.699.820;0.09080162257528233;8.896.975.696.503.700;2.000.463.675.029.700;22.484.760.476.707.100;7;sector_hotel;6
30/07/2024;1686;4.763.405.736.104.410;0.041490591728265885;7.554.292.532.926.220;14.047.546.924.701.900;1.859.545.002.192.350;7;sector_reklame;34
31/07/2024;1877;229.143.963.509.692;0.05961856515965328;9.223.991.369.827.930;11.353.257.759.097.000;0.1230840024008915;7;sector_restoran;52
01/08/2024;1307;7.329.313.483.505.500;0.04235888300680032;6.130.022.139.679.460;2.866.853.293.964.440;0.467674215302972;8;sector_parkir;41
02/08/2024;1373;4.918.810.327.807.730;0.021322210271144622;36.357.687.841.446.100;235.189.304.440.194;0.06468764060735699;8;sector_restoran;83
03/08/2024;1975;42.943.612.046.664.000;0.06303984804529553;12.259.749.787.524.900;24.868.757.476.538.000;20.284.881.753.331.900;8;sector_hotel;6
04/08/2024;1732;5.204.190.192.953.810;0.057262676659266674;61.719.171.958.179.600;40.931.581.094.202.600;6.631.907.038.859.420;8;sector_parkir;2
05/08/2024;1008;3.086.776.885.903.500;0.02826942032720775;930.682.117.110.179;5.796.223.589.089.150;6.227.930.549.570.190;8;sector_hotel;15
06/08/2024;1800;11.222.009.407.266.900;0.05066821401870501;21.419.614.750.880.200;32.922.711.478.866.200;15.370.356.498.831.600;8;sector_parkir;17
07/08/2024;1443;2.069.432.073.458.110;0.08172527536140813;42.613.231.547.048.200;17.371.300.676.985.000;4.076.503.951.080.510;8;sector_hotel;16
08/08/2024;1112;6.923.850.251.754.180;0.06313834927971022;32.169.216.364.076.600;1.811.843.061.289.890;0.5632226289830226;8;sector_restoran;28
09/08/2024;1988;2.100.824.524.022.890;0.01872255943602954;12.649.636.179.878.300;280.291.592.767.586;22.158.075.440.418.000;8;sector_restoran;85
10/08/2024;1204;8.425.440.800.226.380;0.05932193475062216;46.015.919.880.876.700;44.464.444.006.886.200;0.9662839322128768;8;sector_hotel;72
11/08/2024;1404;5.059.252.133.213.410;0.07324644693606282;5.248.325.119.367.190;46.052.646.880.857.000;0.8774732097086572;8;sector_parkir;10
12/08/2024;1697;16.318.394.174.071.500;0.08134330652026762;11.568.020.705.846.200;7.444.695.002.242.870;0.6435582362400569;8;sector_restoran;10
13/08/2024;1852;76.451.824.804.055.000;0.06662058207708402;3.661.574.241.391.400;20.296.393.084.697.300;0.055430783992473996;8;sector_parkir;10
14/08/2024;1196;19.078.072.016.516.500;0.023739234808670538;23.372.829.675.159.200;5.805.730.432.955.320;0.24839655761174984;8;sector_parkir;73
15/08/2024;1777;5.224.580.652.085.170;0.07391559399311447;24.979.380.497.847.200;5.727.779.529.086.210;22.930.030.348.750.400;8;sector_restoran;28
16/08/2024;1773;5.483.221.277.246.950;0.07096076614733648;4.453.704.421.517.640;9.651.297.697.701.440;2.167.026.992.422.780;8;sector_reklame;24
17/08/2024;1759;1.085.683.983.234.780;0.01219841946465699;4.081.385.139.920.790;2.052.186.862.965.140;5.028.162.725.669.570;8;sector_reklame;19
18/08/2024;1114;1.059.696.280.858.380;0.04705729008312189;585.415.073.273.417;7.465.054.943.118.390;0.1275172998429416;8;sector_parkir;97
19/08/2024;1120;12.644.782.947.544.800;0.0399655222266136;12.195.284.783.398.200;6.600.650.333.233.160;0.5412461004780148;8;sector_restoran;68
20/08/2024;1652;18.605.427.545.401.600;0.07024708578282791;10.211.091.496.237.100;12.916.746.919.025.300;0.12649722043706393;8;sector_reklame;56
21/08/2024;1064;3.640.302.813.629.910;0.029452223107982865;4.615.901.825.347.090;5.367.996.417.105.710;11.629.355.693.027.600;8;sector_hotel;67
22/08/2024;1275;23.846.299.227.307.200;0.06317847306768327;2.685.111.418.546.320;4.846.222.112.432.040;0.18048495414226445;8;sector_parkir;42
23/08/2024;1824;15.548.307.344.547.200;0.09218853656327551;20.115.546.076.912.400;3.290.463.177.709.520;1.635.781.183.930.240;8;sector_reklame;12
24/08/2024;1238;22.076.350.269.881.700;0.0818022134987747;2.480.094.342.388.780;10.188.670.679.573.200;0.41081786710418855;8;sector_restoran;18
25/08/2024;1301;14.224.929.763.003.200;0.09293119625948774;3.931.102.641.715.210;7.631.438.082.308.880;0.19412970807038343;8;sector_restoran;23
26/08/2024;1391;5.945.799.040.852.810;0.0980655370239421;4.968.681.021.630.580;2.961.785.232.334.490;0.05960908376771822;8;sector_parkir;84
27/08/2024;1521;26.317.997.880.543.100;0.01096031143055465;4.250.869.018.628.830;13.736.538.040.316.400;32.314.658.438.352.200;8;sector_restoran;6
28/08/2024;1968;8.416.492.652.846.550;0.06604671487397298;217.343.697.469.559;9.577.356.777.537.560;4.406.549.115.084.850;8;sector_hotel;53
29/08/2024;1368;6.821.419.666.743.960;0.047155545798301585;1.637.022.621.622.440;7.406.173.060.497.900;0.45241727039530305;8;sector_hotel;98
30/08/2024;1232;4.236.511.356.158.230;0.08738690413016097;13.221.453.548.053.000;7.178.158.366.355.290;5.429.174.893.869.600;8;sector_reklame;42
31/08/2024;1194;2.389.244.120.934.660;0.03266332318082186;8.723.744.436.619.980;9.267.585.177.660.800;10.623.402.880.485.400;8;sector_restoran;66
01/09/2024;1906;7.851.632.391.496.780;0.09829265402035686;57.873.521.619.751.000;4.881.180.000.563.850;8.434.219.767.435.070;9;sector_hotel;30
02/09/2024;1011;26.564.802.173.984.000;0.06523371725893726;11.821.367.298.755.400;21.330.444.117.074.500;18.043.973.745.169.200;9;sector_parkir;9
03/09/2024;1905;6.257.309.556.133.420;0.08141836620059478;2.941.644.150.142.510;16.314.748.016.226.000;0.05546132429184421;9;sector_restoran;91
04/09/2024;1920;4.515.574.837.717.380;0.01770395975404915;9.636.817.707.269.270;7.369.855.622.189.270;7.647.603.022.136.670;9;sector_reklame;42
05/09/2024;1688;38.883.235.399.737.900;0.02651120962829786;1.471.529.158.519.760;7.332.279.526.489.410;0.049827619684173256;9;sector_parkir;34
06/09/2024;1176;10.502.408.072.494.300;0.07825633057307829;1.827.405.478.868.360;353.380.561.374.018;19.337.829.806.270.000;9;sector_parkir;40
07/09/2024;1216;276.535.021.984.011;0.011978786983539125;3.551.518.591.532.360;12.423.403.384.482.000;0.3498053878727346;9;sector_parkir;88
08/09/2024;1010;11.628.661.085.492.400;0.08351901873044046;6.001.846.359.448.140;414.154.317.061.758;6.900.448.499.648.670;9;sector_hotel;17
09/09/2024;1445;12.062.880.449.008.100;0.01125541168227203;10.835.462.196.345.300;20.737.938.731.364.600;19.138.951.671.447.100;9;sector_parkir;29
10/09/2024;1629;25.928.614.672.741.700;0.0691406955155146;11.193.616.729.847.300;8.385.342.395.859.530;0.07491182339216905;9;sector_hotel;100
11/09/2024;1163;14.107.808.730.933.800;0.042858452820862536;6.052.322.092.366.620;14.535.301.600.785.800;2.401.607.412.652.110;9;sector_parkir;50
12/09/2024;1550;7.991.254.601.007.390;0.06503453674472792;1.544.539.604.242.490;4.215.245.841.934.650;0.027291277157001075;9;sector_hotel;76
13/09/2024;1052;1.768.461.328.737.330;0.07264282662902023;5.929.980.728.183.360;17.172.869.062.758.800;289.594.011.345.458;9;sector_restoran;95
14/09/2024;1217;8.103.091.495.711.470;0.040822769726767384;2.623.794.887.128.730;8.005.715.062.339.660;30.511.969.901.353.300;9;sector_hotel;49
15/09/2024;1717;12.353.477.226.911.600;0.0197166203299752;15.987.346.940.969.500;4.656.140.616.884.520;0.29123910515462686;9;sector_hotel;73
16/09/2024;1998;1.446.127.471.494.680;0.01626812809734391;7.630.334.693.330.190;46.751.194.476.886.100;6.127.017.536.694.970;9;sector_restoran;61
17/09/2024;1823;6.414.060.546.147.920;0.0630042420306293;9.861.871.932.806.070;2.089.583.844.302.640;21.188.511.253.644.600;9;sector_parkir;83
18/09/2024;1359;1.643.914.685.189.950;0.05685898183607004;1.660.007.119.024.200;2.285.013.131.034.470;13.765.080.311.087.200;9;sector_restoran;46
19/09/2024;1384;6.556.258.290.985.700;0.07679809082090193;24.339.866.419.666.200;11.759.904.409.986.500;0.483154024234279;9;sector_parkir;46
20/09/2024;1055;1.226.005.105.614.840;0.05587619590035435;3.960.267.882.055.380;1.227.829.042.834.420;0.3100368660407844;9;sector_hotel;17
21/09/2024;1117;2.544.294.978.257.150;0.048020121102779124;12.414.492.941.137.000;4.906.042.214.428.920;0.39518667719179434;9;sector_parkir;66
22/09/2024;1899;10.853.933.748.896.700;0.045827846041260785;38.188.361.645.191.700;5.406.067.179.660.850;0.014156321315610903;9;sector_hotel;5
23/09/2024;1252;6.180.547.988.208.570;0.012380221233790073;9.376.329.767.357.220;34.875.211.807.387.900;0.3719495012729036;9;sector_parkir;54
24/09/2024;1797;28.506.466.508.232.900;0.04020014815269915;6.437.009.885.456.270;9.600.521.829.985.350;14.914.567.479.035.000;9;sector_hotel;16
25/09/2024;1779;11.741.478.726.221.200;0.09784181417720449;7.881.601.518.767.000;1.405.177.912.463.500;0.17828583557765706;9;sector_hotel;81
26/09/2024;1802;2.987.232.489.795.480;0.088620001860438;2.071.169.687.733.800;13.651.574.391.342.200;6.591.238.985.483.270;9;sector_reklame;91
27/09/2024;1844;110.583.619.810.011;0.039644026033079593;2.459.409.622.872.200;8.874.843.331.578.330;0.36085259035515643;9;sector_parkir;7
28/09/2024;1179;41.848.052.686.628.900;0.0629015864559735;5.019.365.327.401.480;35.078.170.078.581.500;0.06988566838736456;9;sector_parkir;8
29/09/2024;1414;15.662.623.089.652.400;0.08625670709819445;7.074.463.785.980.350;38.252.512.574.634.400;0.5407125364107513;9;sector_reklame;72
30/09/2024;1869;23.763.546.471.946.600;0.049714690307506186;15.590.160.604.029.100;17.907.516.678.113.000;1.148.642.219.470.460;9;sector_hotel;87
01/10/2024;1234;3.006.188.236.833.160;0.011616207737513587;14.347.943.053.552.000;8.046.245.797.819.790;0.5607943778274057;10;sector_hotel;96
02/10/2024;1854;12.624.408.778.617.600;0.016705941563677607;2.414.784.307.199.310;5.335.143.871.134.850;2.209.366.631.723.140;10;sector_reklame;82
03/10/2024;1707;40.043.558.434.359.900;0.0559353449213836;8.956.040.384.336.610;6.359.362.089.215.990;0.7100640256533454;10;sector_reklame;38
04/10/2024;1819;4.723.770.692.686.740;0.09724954381082905;8.002.304.694.951.030;6.467.578.075.859.630;0.8082144235197993;10;sector_restoran;54
05/10/2024;1079;6.934.955.248.383.320;0.0723888587996981;5.557.629.194.978.910;20.868.277.334.108.800;0.03754888388912761;10;sector_hotel;76
06/10/2024;1646;6.680.508.225.453.210;0.016382457229471258;29.738.428.735.429.900;23.475.783.881.662.800;789.409.019.908.778;10;sector_restoran;15
07/10/2024;1021;15.156.712.518.142.000;0.027042478821267653;5.541.011.491.591.930;3.506.140.445.661.350;0.6327618072948704;10;sector_parkir;92
08/10/2024;1476;8.284.479.296.518.090;0.0794190828895165;7.718.004.454.801.750;12.139.324.317.028.300;0.15728579049311006;10;sector_restoran;50
09/10/2024;1842;17.691.700.121.837.400;0.08572957839606203;25.916.345.728.147.400;12.082.985.431.388.800;0.04662302918063671;10;sector_reklame;56
10/10/2024;1439;34.210.447.467.868.900;0.06559251275697318;24.648.374.219.223.900;5.023.740.604.690.850;2.038.163.069.097.150;10;sector_reklame;95
11/10/2024;1736;14.355.461.520.264.300;0.0679980852666835;15.926.115.898.637.800;7.431.365.375.357.710;0.46661505056567476;10;sector_reklame;9
12/10/2024;1569;20.024.954.390.924.800;0.01255037053450462;10.755.776.009.871.600;18.779.685.742.967.400;17.460.093.744.729.800;10;sector_reklame;8
13/10/2024;1092;7.293.735.024.093.580;0.08456772336233577;5.497.308.702.678.720;9.331.759.922.897.200;0.16975142615422037;10;sector_restoran;19
14/10/2024;1191;379.406.662.362.806;0.08094476873537466;9.069.037.228.596.590;52.976.688.607.077.200;0.05841489815482343;10;sector_restoran;51
15/10/2024;1102;4.413.475.781.868.250;0.03331316296930125;9.450.805.783.316.240;1.308.260.363.603.190;13.842.844.658.946.400;10;sector_restoran;72
16/10/2024;1395;1.609.611.289.068.690;0.07378090479689563;9.851.970.360.351.050;8.885.222.207.736.140;0.09018726084981377;10;sector_reklame;98
17/10/2024;1006;1.939.754.411.383.520;0.02933691457824983;33.307.392.648.820.200;15.661.253.987.955.200;0.0470203541690617;10;sector_reklame;57
18/10/2024;1639;25.005.106.946.226.400;0.01362971449463617;7.437.574.859.310.980;1.677.197.065.197.170;0.22550321804123033;10;sector_hotel;68
19/10/2024;1566;1.965.304.192.291.750;0.028102288833133954;137.242.264.183.816;781.838.342.083.806;0.56967753099486;10;sector_hotel;31
20/10/2024;1230;7.422.167.309.984.500;0.02607659890788696;8.244.633.382.762.340;6.454.856.203.178.320;7.829.160.986.920.240;10;sector_reklame;3
21/10/2024;1873;7.660.066.016.892.580;0.040397319706136255;17.649.635.292.980.300;6.735.515.824.467.620;0.038162351304485455;10;sector_hotel;99
22/10/2024;1573;5.222.739.220.767.840;0.04766045474579123;2.828.337.199.490.910;8.059.076.038.813.980;28.494.042.507.606.700;10;sector_parkir;83
23/10/2024;1239;895.351.342.069.254;0.05576850023479372;11.050.144.859.111.800;31.000.447.823.707.100;0.2805433613672909;10;sector_parkir;43
24/10/2024;1089;27.583.217.317.654.800;0.05290784879574954;30.794.006.225.014.700;270.864.269.228.728;0.8796006185408176;10;sector_reklame;29
25/10/2024;1231;12.024.489.410.304.100;0.034360714536876044;10.382.266.459.053.700;20.884.492.412.843.300;0.2011554268541353;10;sector_restoran;10
26/10/2024;1456;2.082.401.986.784.560;0.012625360171666702;13.973.399.238.618.700;4.934.672.095.037.330;3.531.475.778.205.220;10;sector_parkir;12
27/10/2024;1232;13.672.534.801.550.400;0.06445914600134357;2.667.006.302.549.200;2.291.983.911.436.840;0.859384512607298;10;sector_parkir;46
28/10/2024;1353;6.669.614.509.993.110;0.0456170346862619;31.239.165.549.479.900;25.681.099.957.138.400;0.8220802158259296;10;sector_restoran;30
29/10/2024;1332;30.668.169.969.113.700;0.03688049416487948;10.426.857.230.116.600;13.300.338.688.747.800;12.755.846.172.259.400;10;sector_hotel;94
30/10/2024;1438;13.148.291.507.593.400;0.08802469385474611;4.476.021.687.731.900;9.704.253.030.657.700;0.21680531748216464;10;sector_restoran;82
31/10/2024;1374;12.283.280.118.382.500;0.07720689770183438;12.695.324.834.788.300;5.286.712.091.271.100;4.164.298.401.238.370;10;sector_hotel;88
01/11/2024;1291;3.117.178.973.190.890;0.08719889935351981;34.689.667.691.598.300;318.495.812.152.907;0.09181287494144687;11;sector_hotel;32
02/11/2024;1344;8.321.141.496.453.080;0.054548451524121494;1.051.092.471.696.280;5.447.100.051.140.940;51.823.223.910.549.200;11;sector_restoran;73
03/11/2024;1663;3.512.633.474.631.740;0.021783812691409974;4.276.817.897.856.740;30.402.961.620.374.900;7.108.780.955.020.510;11;sector_hotel;47
04/11/2024;1427;43.188.372.052.031.600;0.07265992925091452;8.717.062.961.202.360;7.100.119.126.811.900;0.08145081845127078;11;sector_parkir;88
05/11/2024;1656;10.546.241.560.988.500;0.028546640194345774;28.505.638.815.482.600;20.088.817.788.670.800;70.473.136.626.427.000;11;sector_reklame;63
06/11/2024;1129;3.564.752.234.574.950;0.04971067021825452;11.022.078.995.272.800;6.321.736.864.034.290;0.5735521281189851;11;sector_hotel;26
07/11/2024;1140;2.649.096.516.642.720;0.015850071005399965;1.856.717.148.879.190;2.998.911.364.286.580;16.151.686.680.423.400;11;sector_parkir;3
08/11/2024;1414;990.459.667.536.544;0.08427775621806842;476.560.326.505.472;54.820.391.700.433;11.503.347.771.817.400;11;sector_restoran;23
09/11/2024;1092;13.509.473.929.391.800;0.021334657694275054;19.236.769.542.016.100;2.525.945.246.377.400;13.130.818.253.347.200;11;sector_hotel;75
10/11/2024;1625;11.999.683.183.889.900;0.09127877563443787;4.901.258.829.605.980;8.618.849.637.583.980;17.584.971.406.778.000;11;sector_parkir;74
11/11/2024;1283;634.887.323.210.409;0.08778075420354015;5.146.951.469.376.110;8.143.882.825.107.910;15.822.730.938.038.300;11;sector_hotel;50
12/11/2024;1955;10.325.604.587.793.200;0.05181244879953215;63.872.066.151.160.800;4.898.113.441.282.320;7.668.631.588.792.430;11;sector_restoran;36
13/11/2024;1922;24.467.034.611.118.200;0.07699313838735916;4.220.904.375.951.430;8.634.042.661.368.590;0.20455432988629127;11;sector_reklame;13
14/11/2024;1654;2.286.295.309.770.360;0.0657500566436338;2.305.404.795.790.060;628.484.077.816.212;0.27261332975618735;11;sector_hotel;29
15/11/2024;1222;1.768.193.592.500.800;0.08227680781039703;13.044.791.945.146.900;33.813.941.625.758.300;0.25921411217553575;11;sector_reklame;38
16/11/2024;1743;6.542.493.318.968.670;0.04886245907073209;3.568.922.665.217.300;12.480.884.403.344.200;34.971.013.872.009.300;11;sector_hotel;77
17/11/2024;1462;416.281.406.215.675;0.0807227635819915;9.155.080.118.042.050;7.167.541.820.402.770;0.7829032327393394;11;sector_hotel;90
18/11/2024;1544;16.718.532.198.343.900;0.05162111353586332;5.122.258.668.138.010;4.573.357.873.637.550;0.892840086754153;11;sector_restoran;84
19/11/2024;1275;6.238.526.486.459.710;0.09468692090585144;14.208.440.938.702.700;3.877.242.923.227.870;0.2728830657744128;11;sector_hotel;5
20/11/2024;1681;1.401.925.777.103.470;0.05377348907426329;5.454.903.898.906.850;6.638.991.396.370.810;12.170.684.432.591.400;11;sector_parkir;20
21/11/2024;1139;9.598.565.492.596.400;0.05163573447403567;30.786.373.517.493.600;1.134.106.216.265.940;3.683.792.817.044.580;11;sector_parkir;78
22/11/2024;1356;3.442.926.239.841.590;0.08065646754071615;13.540.990.230.370.800;3.634.457.755.786.850;0.02684041339632007;11;sector_reklame;14
23/11/2024;1712;29.556.615.747.758.000;0.08394199225847541;4.240.387.508.286.900;55.588.876.021.665.500;0.13109385855191136;11;sector_reklame;8
24/11/2024;1022;7.683.931.126.464.310;0.059904020288905374;11.078.648.983.987.600;576.168.609.049.377;0.0052007118366339915;11;sector_parkir;48
25/11/2024;1967;1.897.310.350.429.070;0.026181803214556786;28.614.741.061.602.300;30.690.128.240.498.300;0.10725286024580147;11;sector_reklame;13
26/11/2024;1735;5.432.011.358.464.980;0.052098240786182165;9.432.019.386.632.170;4.716.442.798.512.890;0.050004591860757036;11;sector_reklame;24
27/11/2024;1879;22.044.840.028.609.700;0.09712652526187106;33.495.980.496.214.600;3.325.935.810.735.780;9.929.357.975.090.910;11;sector_parkir;79
28/11/2024;1269;7.474.085.191.091.310;0.07776875737352666;13.504.302.811.687.400;7.840.770.253.986.090;5.806.127.397.558.190;11;sector_parkir;65
29/11/2024;1858;21.036.895.647.996.200;0.0830046343491219;16.584.089.245.869.100;961.433.363.054.417;0.579732386144687;11;sector_parkir;86
30/11/2024;1664;11.997.081.135.735.200;0.012954294893731611;2.859.438.071.504.320;3.876.555.345.028.500;0.13557052987649038;11;sector_restoran;34
01/12/2024;1332;5.336.586.585.998.470;0.052107351637074396;2.327.492.878.492.170;29.231.660.498.304.900;1.255.929.105.881.610;12;sector_restoran;51
02/12/2024;1084;10.823.055.517.012.100;0.06819590202918;7.360.034.053.871.800;11.212.211.847.649.700;15.233.913.003.094.600;12;sector_parkir;3
03/12/2024;1620;6.808.696.241.590.710;0.08470294152652673;7.439.662.648.597.630;1.503.858.877.247.230;0.20214073517576925;12;sector_hotel;90
04/12/2024;1030;7.471.607.272.031.710;0.014434628822449433;9.841.606.938.250.560;4.192.688.400.313.330;0.042601664815711746;12;sector_parkir;78
05/12/2024;1740;21.556.295.278.296.800;0.08671949970776859;10.155.084.330.692.000;3.507.052.764.439.170;34.534.944.764.955.700;12;sector_restoran;58
06/12/2024;1239;9.201.557.130.007.030;0.05935608430677206;8.707.724.812.592.870;20.726.645.657.215.700;2.380.259.608.944.170;12;sector_reklame;72
07/12/2024;1889;25.311.185.058.463.800;0.027758257351845395;826.765.351.722.085;22.017.040.428.275.800;26.630.337.595.081.900;12;sector_hotel;55
08/12/2024;1362;39.704.553.273.256.500;0.038552969480473;19.415.567.375.597.200;13.626.172.021.399.500;0.07018168337705029;12;sector_hotel;80
09/12/2024;1821;36.947.541.974.228.100;0.03537365965764047;9.765.273.046.884.490;114.272.278.084.828;1.170.190.301.245.950;12;sector_reklame;42
10/12/2024;1388;14.575.479.997.266.300;0.05777731308596283;11.771.429.240.667.700;8.550.294.788.826.620;0.07263599529008109;12;sector_hotel;21
11/12/2024;1652;7.692.355.677.423.910;0.014651711192001864;903.499.620.916.263;3.375.447.671.342.590;3.735.970.213.157.870;12;sector_reklame;10
12/12/2024;1667;9.650.356.790.526.960;0.02426825426499312;27.642.134.475.114.300;1.869.811.038.432.340;6.764.351.139.799.610;12;sector_restoran;57
13/12/2024;1298;157.045.059.205.325;0.08314237390382043;228.219.671.558.686;5.259.303.718.407.240;23.044.918.444.091.300;12;sector_hotel;25
14/12/2024;1856;7.887.719.230.746.060;0.021934359167212997;2.003.703.785.702.110;3.094.476.834.562.820;15.443.783.939.742.800;12;sector_hotel;56
15/12/2024;1370;31.269.700.168.307.100;0.031005664251231427;12.324.048.094.547.600;20.409.226.766.849.800;1.656.048.938.650.210;12;sector_reklame;38
16/12/2024;1098;6.860.100.848.534.040;0.05080335450437416;9.460.191.425.000.220;3.687.560.517.987.600;38.979.766.395.028.400;12;sector_reklame;86
17/12/2024;1046;1.466.391.334.017.090;0.056540879930199746;23.740.311.711.891.000;27.074.081.245.369.400;0.1140426527416176;12;sector_restoran;61
18/12/2024;1998;14.791.817.456.016.700;0.07872494316527429;17.963.065.886.937.100;224.085.357.924.022;124.747.834.993.456;12;sector_reklame;47
19/12/2024;1838;10.807.687.869.332;0.05025991839995691;233.189.291.583.194;8.927.785.057.804.690;3.828.557.047.877.800;12;sector_reklame;54
20/12/2024;1421;470.493.230.562.475;0.0810878158931985;8.894.414.973.611.810;9.084.641.773.057.550;10.213.872.188.345.200;12;sector_restoran;46
21/12/2024;1479;241.771.164.333.784;0.06565116763409118;6.921.349.472.846.180;7.544.136.015.156.700;10.899.805.081.008.800;12;sector_parkir;68
22/12/2024;1578;1.632.951.804.663.390;0.020178976548144024;6.718.612.955.644.700;7.659.009.468.573.330;0.11399688476084255;12;sector_parkir;4
23/12/2024;1061;11.079.932.400.046.900;0.024069829455355476;25.945.391.132.754.100;8.811.808.901.039.250;33.962.906.382.686.800;12;sector_reklame;94
24/12/2024;1108;5.782.454.980.614.660;0.04933303529047938;14.347.975.274.232.900;12.449.921.200.947.100;0.8677127582806403;12;sector_restoran;66
25/12/2024;1678;6.410.786.191.569.440;0.045720045378013566;4.923.998.621.524.820;2.382.286.396.111.360;4.838.113.450.514.410;12;sector_parkir;93
26/12/2024;1548;45.815.819.765.326.500;0.07691898426735652;7.008.385.555.696.350;3.466.286.244.495.100;0.4945912602764468;12;sector_restoran;43
27/12/2024;1118;2.619.187.322.876.330;0.062266342581761676;14.177.205.672.591.100;4.148.600.346.581.200;0.29262468517344714;12;sector_reklame;62
28/12/2024;1597;13.342.413.240.549.100;0.04493197729020244;2.788.669.845.033.830;44.866.447.084.305.300;16.088.834.310.811.300;12;sector_reklame;100
29/12/2024;1381;2.682.586.549.478.200;0.025368425510534708;7.625.774.331.204.920;130.857.845.726.421;17.159.942.065.285.900;12;sector_restoran;85
30/12/2024;1391;11.484.841.056.798.700;0.030415339209294567;3.128.423.462.718.280;11.674.589.702.374.200;0.3731780509097134;12;sector_hotel;85
