tanggal,wp_id,omset,target_pajak,Pajak_dibayar,rasio_pajakdibayar,bulan,kode_sector,nama_kecamatan,nama_sektor
2022-10-11,1924,2708485.43371474,208879.12763526017,63907.187118111164,0.043392806383141795,6,2,Banjaran,sector_parkir
2022-05-13,1014,2078616.9430145686,384804.9629019261,57673.25110691675,0.5556529554589161,4,4,Jatiwangi,sector_restoran
2024-04-28,1559,238534.76068758,544468.2790717467,48477.61690171661,0.9698312950334878,12,3,Jatitujuh,sector_hotel
2023-03-12,1650,7350442.211458424,613372.8762016247,84611.34060575896,0.9814321546755668,12,3,Rajagaluh,sector_hotel
2023-10-01,1545,6964915.440786003,468715.7121327383,64488.061053468984,0.2889350525583232,11,1,Leuwimunding,sector_reklame
2024-04-26,1931,7944274.547113812,810316.5083769471,80151.09525906174,0.4469851001695519,2,1,Jatiwangi,sector_reklame
2024-08-01,1413,2641315.609999196,767838.4134387735,78657.75726658107,0.07234812890676671,10,1,Lemahsugih,sector_reklame
2024-05-27,1354,4498918.154121403,505652.76070953853,19185.411549464003,0.8746078945285537,3,4,Malausma,sector_restoran
2022-02-17,1456,6625223.86405332,854574.9573949487,65051.33689851261,0.572886431608812,5,1,Cingambul,sector_reklame
2023-05-02,1721,4453708.188492621,751338.4409119436,20044.83711621528,0.39124967215111184,9,3,Sindangwangi,sector_hotel
2022-10-01,1530,7003525.126147366,778803.2668719226,58373.71577655271,0.12164285290426154,7,2,Sindang,sector_parkir
2024-08-17,1998,6376336.7435603775,956444.3786539832,67775.72497618542,0.9472996126419203,11,3,Bantarujeg,sector_hotel
2023-06-23,1195,1235013.249919547,267200.4742679935,99723.78365159992,0.5349168573427838,12,3,Kadipaten,sector_hotel
2020-11-09,1837,7832326.898661984,268380.5142044823,3151.143617158862,0.29009864979207484,11,3,Kadipaten,sector_hotel
2021-12-30,1114,7234695.95501593,889063.3034349495,9215.11517196072,0.3567129788301944,3,2,Kadipaten,sector_parkir
2021-01-18,1416,6592760.437412312,772454.1470122938,7794.966967486026,0.2779902091129262,4,3,Jatiwangi,sector_hotel
2024-11-23,1351,1635426.7020829231,926618.9958941918,39896.29249804733,0.6057917107684109,12,4,Kertajati,sector_restoran
2024-12-17,1975,2753164.8430741,64067.03016412861,82176.67731243279,0.9306639400227048,11,4,Sukahaji,sector_restoran
2020-10-03,1074,3992452.6127172443,628129.320184335,84421.22764543485,0.8581268652932987,2,2,Jatitujuh,sector_parkir
2022-12-31,1661,2871303.2543987897,145483.709785324,73724.26161254305,0.46577706667171775,8,4,Sukahaji,sector_restoran
2023-02-26,1035,2355321.8776937015,504393.30109429004,89698.13635881177,0.8282343686779978,6,1,Jatiwangi,sector_reklame
2023-10-13,1241,8073040.93460158,156591.1849215908,32353.708422528307,0.42887442646356655,3,4,Majalengka,sector_restoran
2021-11-28,1662,6418499.238966003,128950.43047589439,8906.648960804683,0.25978406935105164,5,3,Jatitujuh,sector_hotel
2024-03-28,1062,5698174.102347478,13156.17703665112,5909.487496186027,0.9835809641137636,5,4,Malausma,sector_restoran
2023-05-28,1665,2336931.837447213,630608.5735705214,85228.0586899767,0.3108486922911136,12,1,Panyingkiran,sector_reklame
2022-10-26,1508,9188957.966459548,359663.594073396,73070.58580593376,0.3304869886770393,1,1,Majalengka,sector_reklame
2022-01-20,1187,1992712.087063431,106083.09659409273,69891.66907051098,0.989795939108657,5,1,Cingambul,sector_reklame
2022-09-09,1734,7970014.234964304,323514.9399535785,34033.666220712315,0.14258821823399834,6,3,Kadipaten,sector_hotel
2021-09-15,1092,9670059.400382401,169775.14736013336,38052.528342960795,0.7629286481295982,10,1,Argapura,sector_reklame
2020-08-15,1004,7298218.019319937,941753.1366701578,95815.541537042,0.9364546308978993,10,3,Rajagaluh,sector_hotel
2020-01-17,1437,9929301.874327835,320684.88087558676,6474.093935383708,0.5166770443326645,11,1,Sumberjaya,sector_reklame
2024-05-27,1165,6545406.0580816725,334619.5697661005,77395.80052008548,0.012496544085791835,11,3,Argapura,sector_hotel
2020-01-12,1445,2252857.4016785603,840018.145396186,31032.369038468474,0.3813083546719752,11,3,Jatiwangi,sector_hotel
2024-06-09,1024,2117812.987793462,648108.0055247182,4001.556379414353,0.12045330246097881,2,3,Panyingkiran,sector_hotel
2024-03-02,1507,3313186.4141292158,710461.4357955983,74282.75406317136,0.4220257843243588,3,4,Bantarujeg,sector_restoran
2021-11-22,1097,170587.20018796,636365.8021849716,33158.097379269624,0.7921264940258619,10,1,Sukahaji,sector_reklame
2024-07-15,1267,6848814.853820062,946250.0876646168,72242.53712240538,0.44432443339496247,5,3,Cingambul,sector_hotel
2024-10-05,1661,2759811.0678154933,207793.83072648713,70794.6728735002,0.4376058701324633,3,1,Dawuan,sector_reklame
2024-03-05,1392,8170313.999698252,989050.2025140399,53525.2088557682,0.5612215821496581,5,4,Jatiwangi,sector_restoran
2020-03-10,1763,3655809.2405370725,831125.2213789567,77759.57560813382,0.5858736789002034,5,2,Cikijing,sector_parkir
2020-04-17,1595,4851569.285286795,589383.6162874658,58145.72858470722,0.8577333457109816,8,1,Maja,sector_reklame
2020-07-19,1284,9660320.273947656,662709.2527718528,28735.021599541244,0.31527188483666196,10,1,Banjaran,sector_reklame
2022-12-11,1683,2497504.0181680433,649177.0506241134,73438.11857633546,0.8234545517243358,9,4,Bantarujeg,sector_restoran
2024-04-21,1732,7240415.564554421,59337.827835094744,58955.06760618459,0.5702744112051268,8,3,Bantarujeg,sector_hotel
2021-09-20,1108,7575666.11412363,218798.48203340668,1371.4554408230624,0.3075242542199755,12,1,Panyingkiran,sector_reklame
2023-07-06,1026,2287881.759483988,961509.4136402244,90174.25335925391,0.30217478356601635,3,2,Talaga,sector_parkir
2024-02-14,1757,5059868.6824607365,534830.0644305199,54609.79747059891,0.36752614193466726,1,4,Sindangwangi,sector_restoran
2023-07-11,1054,3566999.0605983865,378975.24965865014,86875.86382140522,0.6264663101937757,3,3,Kadipaten,sector_hotel
2022-06-24,1976,7741871.809660883,762276.424925686,88285.41021432624,0.23850361404634965,1,1,Sindang,sector_reklame
2020-10-29,1132,6262584.85838747,524994.4237131537,44552.16900783534,0.9211302260555447,11,1,Bantarujeg,sector_reklame
2022-07-25,1051,4812232.243119416,14149.608660465694,50815.23364547797,0.5791634583361214,9,4,Ligung,sector_restoran
2021-07-29,1492,7815696.3239724105,736501.3591184028,41633.86332879263,0.9208156192260467,12,3,Leuwimunding,sector_hotel
2024-04-26,1764,2428040.1430833284,732485.3424928085,44998.73385327374,0.05594031499336316,3,3,Sindangwangi,sector_hotel
2021-07-08,1780,7560856.617785155,165983.56339786443,89525.20118127561,0.34918525675685863,8,4,Cigasong,sector_restoran
2020-05-04,1297,8667205.689718962,956703.4283357891,78835.5869953943,0.03257958408074685,6,1,Kadipaten,sector_reklame
2023-07-17,1398,8798353.808394967,224684.22340957323,12739.91506392624,0.27952929694699014,3,1,Kasokandel,sector_reklame
2022-05-08,1590,7858368.570894077,458291.61801481707,61069.74737585558,0.8633864075459023,9,3,Kasokandel,sector_hotel
2022-01-14,1017,4139340.253282861,115621.22529965376,99591.0733745956,0.046243618683778846,8,3,Jatitujuh,sector_hotel
2021-04-24,1817,9819899.424906487,603679.0371311378,59595.51505312533,0.4417856289165874,3,2,Sindangwangi,sector_parkir
2020-05-11,1769,3857977.073842155,376075.6689371553,78608.57539675124,0.1263913997684955,7,2,Sindangwangi,sector_parkir
2022-10-22,1854,6422391.451114014,353820.28874749574,76929.24119077898,0.42267225266776404,5,2,Jatiwangi,sector_parkir
2020-04-24,1618,1694634.36288774,827149.9003437263,35096.720834645625,0.8404630684217336,2,3,Jatitujuh,sector_hotel
2021-04-25,1908,9806444.096500289,10552.151137627765,37247.74534012549,0.6268403230684939,8,3,Kertajati,sector_hotel
2022-09-07,1963,7069460.626460166,798148.82412153,72435.23453686129,0.739388781878109,1,3,Majalengka,sector_hotel
2022-10-21,1558,7558437.697939047,571877.1171823306,50048.35480732303,0.35561307429508515,4,1,Sindangwangi,sector_reklame
2020-11-26,1245,751189.3637703316,986112.4149667189,57100.01384212576,0.94495371806004,11,4,Ligung,sector_restoran
2024-05-19,1502,7657836.360784651,589853.7773836448,71319.28845744727,0.7121694728417051,11,3,Palasah,sector_hotel
2022-07-30,1088,7769761.949283953,56323.75501380996,77779.74520120112,0.4275808310916856,12,1,Panyingkiran,sector_reklame
2022-08-12,1202,6750549.990986075,51594.6811172826,27224.50611553383,0.43220015222478436,4,3,Cingambul,sector_hotel
2024-07-18,1945,2989905.176524402,883269.8333854601,14764.696567752597,0.9194973361638646,10,4,Cikijing,sector_restoran
2022-02-06,1239,4947931.417392727,841372.9313655421,29250.28520770015,0.5806406465010379,5,3,Jatitujuh,sector_hotel
2021-01-25,1489,1193300.275956293,346544.1855064412,50803.078676698344,0.7093154178040113,4,1,Malausma,sector_reklame
2022-04-13,1779,4768711.95794561,618414.4516969561,34279.91759797421,0.42286487226803904,1,3,Rajagaluh,sector_hotel
2020-05-22,1012,2513856.140744008,490101.7656985447,56879.43960887462,0.231455837117067,7,3,Rajagaluh,sector_hotel
2020-11-23,1648,3556060.1662914124,967196.8910809162,5441.225840150281,0.7263236990744744,10,3,Ligung,sector_hotel
2024-11-16,1314,1709744.0431966162,950010.9399760147,51024.06612021534,0.6117455344199739,11,2,Bantarujeg,sector_parkir
2021-09-19,1684,2377538.2406942807,983855.1695322337,36861.69220307702,0.5063294516205316,2,3,Leuwimunding,sector_hotel
2021-01-11,1741,858029.5540191508,866582.3318536299,53513.20881379895,0.6277807305945192,10,1,Talaga,sector_reklame
2020-03-30,1197,9207023.527725521,909642.0391843262,42311.08215300918,0.21620273020359132,3,1,Ligung,sector_reklame
2022-03-18,1242,5351065.810956493,218061.49998836927,28494.162478690494,0.7959993194666367,5,1,Lemahsugih,sector_reklame
2022-10-17,1506,4027745.515501123,831175.7822007848,90420.37975521781,0.9486811769701028,8,3,Rajagaluh,sector_hotel
2022-12-01,1042,5396789.20641096,709148.2560910704,18558.022343293556,0.8921921127260257,10,4,Panyingkiran,sector_restoran
2022-11-24,1329,6320102.961967371,962823.7223192421,68168.42100049791,0.32822138785394694,8,1,Rajagaluh,sector_reklame
2022-10-08,1790,9226600.054356556,571690.5666141768,92472.00678698317,0.41194571554925513,2,2,Talaga,sector_parkir
2024-02-26,1590,1869060.2276345019,86081.9995438458,53913.12897257476,0.8103182767995856,9,4,Jatiwangi,sector_restoran
2021-07-06,1428,3025969.7364886543,597801.4922959658,87653.20800909026,0.5991659595163578,6,1,Sindangwangi,sector_reklame
2020-05-03,1790,9760314.429806735,686894.3470932666,12572.662695485109,0.5524352992398828,9,3,Majalengka,sector_hotel
2020-02-26,1743,3774810.5678203916,221100.70768371588,49429.49814861517,0.9273755478581107,4,2,Palasah,sector_parkir
2022-03-16,1612,323360.34249754355,394719.27012921567,45756.825520045844,0.5406647113672802,3,1,Sumberjaya,sector_reklame
2024-01-19,1161,1561670.5771078723,598904.9106376283,911.0688229957863,0.5197892927914368,5,2,Cigasong,sector_parkir
2020-08-22,1655,360753.147310665,374731.63157918904,44381.40840179751,0.05159840535369606,5,4,Panyingkiran,sector_restoran
2021-08-30,1958,9900239.10996521,375572.76952142525,36966.072662621526,0.07872278900423625,4,1,Kadipaten,sector_reklame
2021-01-26,1620,2860821.405013108,133953.5525336246,67012.89290468408,0.017346104801843676,7,3,Sindang,sector_hotel
2024-02-24,1434,9243073.293668637,940805.9763545884,93839.1448797942,0.9141117835257973,8,2,Bantarujeg,sector_parkir
2022-08-27,1232,9959274.130021187,750743.8901106014,8670.529717377449,0.41430279341752363,5,1,Palasah,sector_reklame
2023-09-28,1110,6038428.089316831,2242.195427235907,32814.891032790845,0.4738757623720784,9,4,Jatiwangi,sector_restoran
2024-07-25,1927,428643.51914906135,765847.670738143,44462.067265685764,0.8469330781165374,7,4,Cikijing,sector_restoran
2023-04-14,1933,907757.1408305769,740055.1976652009,45573.019265634895,0.6131538472720202,7,1,Leuwimunding,sector_reklame
2020-02-21,1231,4867731.64556799,10721.22919536747,77503.49111214114,0.6134065804266753,8,4,Dawuan,sector_restoran
2024-04-22,1951,4121102.927823711,370234.6933161508,44395.227016760735,0.30356908506126434,12,2,Rajagaluh,sector_parkir
2024-02-10,1749,6101155.327239499,607140.9426352051,2813.414015219971,0.835569290185274,4,2,Cingambul,sector_parkir
2021-05-03,1708,4444593.316142503,453297.90120617783,71039.39904982384,0.17417167627909885,10,2,Sukahaji,sector_parkir
2020-01-05,1272,9347360.807787696,778208.1326017868,88494.4865450526,0.06261809625121842,6,2,Jatitujuh,sector_parkir
2024-10-14,1597,5393923.182593759,426032.8743017996,51439.08078371232,0.19968732394334698,5,4,Banjaran,sector_restoran
2021-09-23,1806,6967888.008478178,154709.1064843832,58152.74131768069,0.27505984658681903,1,1,Sumberjaya,sector_reklame
2023-05-17,1040,8975204.199160716,976439.2086495548,16377.350253007704,0.2894879472756647,9,4,Talaga,sector_restoran
2020-08-04,1559,1554031.5707487531,242797.95278327056,22142.529873427808,0.6738084626325799,2,4,Leuwimunding,sector_restoran
2021-06-19,1465,2374373.075773433,717974.618230791,23593.506888548716,0.22564634145535709,6,1,Sindang,sector_reklame
2023-09-27,1923,1162454.738692749,144013.15535240786,43131.1232906414,0.6798917214500347,8,1,Dawuan,sector_reklame
2024-10-06,1076,1482420.1523761316,329683.6011701487,92821.70756747464,0.10022085150146173,3,3,Bantarujeg,sector_hotel
2023-11-25,1689,5174581.272648908,442585.58082199335,52226.298194817115,0.15573043648692994,5,2,Panyingkiran,sector_parkir
2024-01-25,1489,3279674.663777894,193039.77252253683,19290.55475561513,0.5137332340060851,7,1,Sindang,sector_reklame
2022-01-07,1768,4289411.111314873,450509.6167922409,26682.164813308067,0.9226768445508762,4,4,Sindangwangi,sector_restoran
2021-12-30,1116,9826649.334761212,158005.66016875824,38463.10146974571,0.8609719129230028,12,2,Cingambul,sector_parkir
2023-05-19,1433,1651373.0431798862,559447.5324469042,62363.57167171066,0.9690659080183751,5,2,Rajagaluh,sector_parkir
2022-11-15,1018,5454039.500900948,664049.5392676737,44059.31198510014,0.6539742746253892,1,4,Leuwimunding,sector_restoran
2023-06-29,1993,1078824.4350311444,63371.849743982755,39305.2399332748,0.6790567177519311,4,1,Kertajati,sector_reklame
2020-01-03,1570,3253113.5013123984,871260.9889610859,56516.38717985958,0.6287727689421772,7,2,Malausma,sector_parkir
2022-10-22,1195,5322506.644378526,185955.7441569935,24259.3159959511,0.6265907336296154,12,2,Kertajati,sector_parkir
2024-06-15,1618,9471654.285056844,226137.06289500347,7982.436931199761,0.15564914161690882,10,2,Dawuan,sector_parkir
2022-10-22,1450,3973159.390706482,661688.49024298,2538.9900507399893,0.5483015666022893,7,2,Cikijing,sector_parkir
2020-05-29,1424,742576.2925252313,469282.30937397963,25200.790430365993,0.39220725411720847,10,2,Kertajati,sector_parkir
2024-05-25,1393,3942798.3348071375,499896.2035718946,9250.044211032424,0.4481118436195205,10,4,Jatiwangi,sector_restoran
2020-01-04,1283,1542837.6411523796,129026.82957856955,33700.4297882246,0.528364567328645,4,1,Kasokandel,sector_reklame
2024-02-29,1033,2376897.1715853084,805930.0860545319,77316.06068193958,0.13711221008422908,12,1,Cigasong,sector_reklame
2024-04-22,1294,6219097.169333405,617437.1918581058,71657.80361563514,0.36589285651359865,6,2,Leuwimunding,sector_parkir
2021-04-12,1250,767496.2754164486,136246.66126614658,61131.66951652408,0.07281506526783754,5,2,Talaga,sector_parkir
2020-03-10,1637,4700765.18687537,374625.3676585704,85264.77436355993,0.9798714491181751,1,2,Kertajati,sector_parkir
2020-07-19,1338,6133669.701506567,810599.5228022952,28278.55569197324,0.12734274853192487,8,4,Malausma,sector_restoran
2020-11-03,1617,4276398.08443822,568786.6909406341,88516.86992769357,0.26593949115950494,12,4,Dawuan,sector_restoran
2023-06-29,1439,289350.8711749306,109540.13035379755,39983.993049951,0.8923799974363632,7,3,Sindangwangi,sector_hotel
2023-08-03,1179,9856641.633338368,373404.26874349744,40149.24249483599,0.4878829457767504,5,2,Argapura,sector_parkir
2022-07-10,1621,3734446.0966712995,243451.70405727887,40594.6262011896,0.144280829505424,10,3,Lemahsugih,sector_hotel
2020-10-18,1227,7807914.150639343,517948.08810007264,9899.627187474047,0.39038823265895545,10,3,Maja,sector_hotel
2023-03-23,1632,3323900.272655787,843517.7677431175,97551.50078327247,0.12470931424947196,7,3,Cikijing,sector_hotel
2022-07-12,1618,4802665.894234846,436830.86766961537,13936.827104733404,0.20821383711365676,10,1,Palasah,sector_reklame
2023-03-02,1642,3945790.061848866,433908.68833795475,34154.48387447153,0.06150954848034658,3,3,Sumberjaya,sector_hotel
2022-06-01,1022,3491138.3721451163,905445.55142471,31998.10200064304,0.44384521960360895,8,2,Jatiwangi,sector_parkir
2021-08-08,1656,316328.63435700955,576609.2270947652,7560.475338389292,0.8085697605080072,5,4,Sindangwangi,sector_restoran
2023-07-21,1326,3664207.284759585,566624.8963100094,15310.78699817648,0.5901094869128966,2,2,Jatiwangi,sector_parkir
2024-12-11,1153,8905950.904955348,262647.981983514,4581.347784920043,0.6102818524297656,2,4,Kertajati,sector_restoran
2024-09-16,1618,6934894.0520774685,608115.0250892892,29311.208906695294,0.20857818978240794,4,1,Malausma,sector_reklame
2021-05-23,1145,1539686.3050448543,576334.5569499789,86679.02671048776,0.3504549048198428,7,1,Talaga,sector_reklame
2023-10-08,1251,5952434.545765118,397454.6188715221,34010.27635316471,0.8467896828024236,10,2,Sukahaji,sector_parkir
2020-01-05,1301,8933085.513493828,990704.8703332813,12456.814023531184,0.09697762248324938,4,1,Talaga,sector_reklame
2020-10-19,1069,7030337.005552069,882009.0739831387,64604.817451553405,0.8593513471318484,9,4,Kadipaten,sector_restoran
2020-12-25,1542,1571975.4843312977,749836.7037867387,99660.43111428556,0.48885312600213776,2,1,Talaga,sector_reklame
2024-06-09,1092,8691541.717671517,537808.2428245875,23309.146574239563,0.8387759570118661,6,3,Majalengka,sector_hotel
2020-08-01,1648,3085285.7315597674,462597.7420927356,28029.143436519887,0.32482635520045633,4,3,Palasah,sector_hotel
2023-11-30,1885,4595353.828692184,185712.49782797616,97187.52072265078,0.3454545220671906,6,1,Sukahaji,sector_reklame
2023-12-30,1162,5308813.320922549,306431.7365406091,17959.751126293664,0.7540888196399114,10,2,Kasokandel,sector_parkir
2022-11-04,1080,8520015.383344132,774186.839023387,51170.28533917047,0.787146211658298,9,3,Maja,sector_hotel
2023-07-20,1827,9322914.201961845,454295.20498361386,24041.24808830788,0.23734823121024531,10,4,Jatitujuh,sector_restoran
2021-07-16,1587,9303563.490126505,882387.2470529318,93241.95460033425,0.9731426115736864,12,2,Talaga,sector_parkir
2022-02-03,1062,178746.39465755233,148763.22520918323,98153.94935617177,0.09364520320238065,9,1,Sukahaji,sector_reklame
2020-02-14,1611,9226696.007296026,508838.74891762284,81488.31482738953,0.07781793347110957,9,2,Ligung,sector_parkir
2021-12-03,1435,638430.9634155661,647318.7183372874,31546.903199699776,0.5995491731332417,9,2,Kasokandel,sector_parkir
2021-09-25,1047,2731159.20249261,517331.607851618,40408.398780522446,0.7255133600939052,3,2,Dawuan,sector_parkir
2023-12-06,1444,5198379.761805546,889337.6646934021,24306.337798275494,0.9612772679327242,12,2,Banjaran,sector_parkir
2023-04-25,1919,4851264.3211435005,989573.7185473107,89086.72090419824,0.410896322990873,11,1,Palasah,sector_reklame
2024-10-15,1073,6086626.959485181,116718.82368302837,91464.371941047,0.03503849489973678,9,1,Jatiwangi,sector_reklame
2021-10-22,1825,4846517.664496358,130824.94917284409,41945.17915838012,0.6068673760519429,3,3,Malausma,sector_hotel
2023-04-08,1703,9350319.228440166,131193.78944656096,65687.65368330988,0.29679906039278414,10,3,Lemahsugih,sector_hotel
2021-12-21,1541,2481433.5973244114,681495.9189744571,16638.762659491917,0.4386176499834482,3,4,Sindangwangi,sector_restoran
2021-08-16,1156,2812844.47098101,373303.4194003421,43550.09644630456,0.4935847874274359,5,4,Argapura,sector_restoran
2023-11-25,1486,9215305.563361255,733581.3466046401,63186.760756682415,0.07386748463065348,6,3,Palasah,sector_hotel
2024-09-27,1265,859721.1860780367,406066.00141409173,38601.771539950154,0.49112196671846176,9,3,Lemahsugih,sector_hotel
2020-09-02,1255,6134652.136857618,627979.1146107316,35824.192616077344,0.43205647013627163,1,2,Leuwimunding,sector_parkir
2022-05-06,1038,6849185.925449546,770088.1476732147,199.79932746757237,0.7154188226337272,8,3,Majalengka,sector_hotel
2021-07-05,1054,5104863.061954421,548667.6947442656,80448.9170313337,0.6492092521002212,4,4,Sindang,sector_restoran
2024-08-30,1027,6972895.600349058,539964.086859556,88944.82744094268,0.19336356096905544,10,3,Panyingkiran,sector_hotel
2020-02-12,1913,1810270.9955184732,89146.09096034883,96949.40660162864,0.21407752902829302,7,2,Argapura,sector_parkir
2022-04-20,1936,8541059.104438245,411370.9611665254,71955.21136841463,0.2584961169866295,6,4,Cikijing,sector_restoran
2024-10-12,1117,1486254.3257518674,546231.3760717127,54924.35200575147,0.18716093589420557,6,1,Panyingkiran,sector_reklame
2020-06-27,1369,4068043.198725922,462518.8448407436,27001.523528890066,0.6606410676717824,7,3,Leuwimunding,sector_hotel
2024-01-20,1208,845050.2529512375,900881.218188237,99930.01764875349,0.9944858774082679,4,1,Talaga,sector_reklame
2021-06-18,1586,5497589.680292262,906624.1014873699,59016.31016775735,0.6555872571107773,6,4,Talaga,sector_restoran
2021-08-29,1576,6730483.493513828,822095.4632081729,68147.29182581158,0.6106147307293783,3,3,Malausma,sector_hotel
2021-11-02,1848,9418094.187443376,375922.77729774686,68272.37557933624,0.41582865401756175,5,1,Lemahsugih,sector_reklame
2023-06-21,1867,7419428.339370408,717581.8525358468,84540.65439614243,0.3194544562711631,2,3,Sindangwangi,sector_hotel
2022-07-15,1611,5456918.872896096,395893.17260854016,1066.286630807229,0.9119630193374144,3,1,Kertajati,sector_reklame
2020-01-17,1557,9332908.469986305,233361.0053767833,22102.669349094045,0.9693118554007315,9,1,Ligung,sector_reklame
2023-02-09,1315,4836524.6966046775,343559.74090733076,66586.84661698439,0.5018084138318505,6,4,Sukahaji,sector_restoran
2024-06-26,1392,5655935.965678807,71893.66865224995,89525.05910877432,0.2972984905514919,3,3,Cigasong,sector_hotel
2022-04-05,1940,6001375.423933947,332445.73149564257,68565.34431394348,0.77242098559307,2,1,Jatiwangi,sector_reklame
2024-06-09,1443,4158799.2862770115,461281.47504391044,41407.78002021865,0.14113222295820968,5,3,Bantarujeg,sector_hotel
2021-06-30,1667,8400978.636601659,955525.4138860492,36219.39403743913,0.7679323552672448,10,3,Sindang,sector_hotel
2022-11-19,1751,1933241.7945660853,314097.1756334053,73821.00602750371,0.8207588905682254,5,2,Kasokandel,sector_parkir
2023-04-30,1864,5592937.684678919,902551.0856663152,74149.64594400562,0.13365490518089568,1,4,Ligung,sector_restoran
2021-03-12,1258,7250109.236253221,229629.41754767354,60745.09345131847,0.9770928541085981,3,3,Maja,sector_hotel
2020-06-27,1946,9049364.101578115,191777.92886149016,29217.555707323972,0.9856571674845936,7,3,Dawuan,sector_hotel
2021-09-07,1647,8850792.124699356,519476.46097573277,92522.96635721531,0.9373522845340777,9,3,Dawuan,sector_hotel
2021-11-07,1881,5136528.865358405,672838.8579281085,55232.80621765205,0.5010744613122017,5,4,Sindang,sector_restoran
2024-02-06,1197,6467298.366517083,45287.918551479146,79070.18638920822,0.25361340085406014,4,4,Jatiwangi,sector_restoran
2021-09-25,1698,4002953.58768008,221844.7991821695,21509.39538996698,0.5861891880730938,3,3,Majalengka,sector_hotel
2023-03-03,1627,4734959.852513983,456227.9828348151,34469.67478261131,0.42573450008672137,10,4,Lemahsugih,sector_restoran
2022-03-12,1444,9072031.346473191,331673.3316471983,87470.49368709551,0.21388915827002514,9,2,Jatiwangi,sector_parkir
2020-11-07,1569,9313969.532605492,712908.4582689735,5105.692291002843,0.42943964552166913,7,4,Jatiwangi,sector_restoran
2024-10-25,1581,8964599.174863495,511649.4354452755,51280.29959454054,0.6672509373208146,12,2,Panyingkiran,sector_parkir
2020-01-25,1604,1469871.5319550184,161198.7464982963,48222.3774364165,0.08020417767813114,7,2,Kertajati,sector_parkir
2021-01-05,1740,8515831.8111733,894570.9139357754,75147.89587191741,0.34008382143155635,8,2,Rajagaluh,sector_parkir
2021-06-08,1907,9488800.937112655,293612.7698078762,28261.187682873307,0.02761694111269694,10,1,Palasah,sector_reklame
2023-09-04,1648,3676371.9762786864,731399.9778554591,21984.775503773988,0.7520005504070589,1,4,Sindangwangi,sector_restoran
2020-08-17,1616,5234598.265274526,780135.8633263045,92620.67059344605,0.6442843549405338,11,3,Ligung,sector_hotel
2023-01-30,1304,7813043.0325486595,963194.542555846,57213.79423065063,0.0720454133549462,4,2,Malausma,sector_parkir
2024-01-13,1338,5664573.561899923,499008.9590575773,10558.487871537085,0.9650901840059481,5,3,Jatitujuh,sector_hotel
2021-01-12,1528,9935486.86489187,616219.6799489678,19384.312605210675,0.03239534155582967,5,2,Sumberjaya,sector_parkir
2022-06-06,1053,4611562.315052601,335541.4171860542,99882.72334547341,0.5940610400113278,1,3,Cingambul,sector_hotel
2023-05-11,1111,7168032.840953038,678501.1141186544,19641.33872559402,0.7786037871810653,3,1,Sumberjaya,sector_reklame
2023-07-14,1683,7946652.287945787,463920.1023804534,61086.5035842325,0.7900173499142757,2,2,Cingambul,sector_parkir
2021-04-06,1927,4991594.116008551,438214.71235969785,42070.79509166225,0.04394228423727175,12,1,Bantarujeg,sector_reklame
2020-12-30,1418,8584139.676542621,855612.0615869893,88571.34957549855,0.9073509813140349,7,1,Talaga,sector_reklame
2024-10-23,1973,5506930.452951245,51118.67465518998,75541.34237030325,0.919267155207851,5,4,Bantarujeg,sector_restoran
2020-04-13,1304,4175342.888336151,882080.4654040367,59735.4444865554,0.565776469422829,3,3,Banjaran,sector_hotel
2023-02-08,1437,1167454.3711342756,852217.7679907284,1172.824281618451,0.4872623668982747,11,2,Cikijing,sector_parkir
2021-03-03,1655,3994794.4058691994,506859.8873082273,87991.54122859662,0.054418788431973814,8,1,Panyingkiran,sector_reklame
2021-04-13,1084,7365970.9018595135,490712.65135142265,44522.28033678776,0.56633460108477,1,3,Kertajati,sector_hotel
2022-10-11,1523,9220735.475633062,362445.5606674547,93164.60753655579,0.4152852909525284,1,4,Cingambul,sector_restoran
2024-05-23,1251,2591626.098217072,994179.6178900526,49604.3473841347,0.7750783433345696,6,3,Maja,sector_hotel
2022-05-19,1727,3616831.621571976,112058.16342108737,69453.02646935427,0.409844731217227,1,3,Cikijing,sector_hotel
2022-02-08,1125,1624213.8416338195,590625.0203929784,7022.335681717551,0.6867450249914626,4,4,Cingambul,sector_restoran
2021-11-10,1609,6938156.652866791,681999.9085223046,74540.6501873259,0.1103940647751555,6,4,Cigasong,sector_restoran
2022-03-15,1903,9605865.45709826,934395.6782087275,33865.8035280611,0.14162274805830727,1,4,Leuwimunding,sector_restoran
2022-06-04,1404,6445426.976496938,780423.2933599048,35200.76553174491,0.14831308874266677,9,1,Bantarujeg,sector_reklame
2021-07-14,1303,6209057.64706164,644203.3556087352,11953.718886468056,0.055070244801746084,4,3,Majalengka,sector_hotel
2023-06-27,1903,5579550.311954296,117695.50449531055,14771.029149156207,0.5459155706771057,9,4,Cikijing,sector_restoran
2024-02-14,1027,975711.8327868115,374359.7833146359,18657.329715000393,0.7960280487831997,9,3,Sindang,sector_hotel
2020-11-26,1847,7322087.881650898,139702.80090543727,32887.7962402851,0.6143070916567295,6,3,Rajagaluh,sector_hotel
2021-08-09,1265,6060290.481138573,881331.5197330482,89207.79428628298,0.5792053366973277,7,1,Rajagaluh,sector_reklame
