tanggal,wp_id,omset,target_pajak,pajak_dibayar,rasio_pajakdibayar,bulan,kode_sector,nama_kecamatan,nama_sektor,kode_kecamatan_2,kode_kecamatan_3,kode_kecamatan_4,kode_kecamatan_5,kode_kecamatan_6,kode_kecamatan_7,kode_kecamatan_8,kode_kecamatan_9,kode_kecamatan_10,kode_kecamatan_11,kode_kecamatan_12,kode_kecamatan_13,kode_kecamatan_14,kode_kecamatan_15,kode_kecamatan_16,kode_kecamatan_17,kode_kecamatan_18,kode_kecamatan_19,kode_kecamatan_20,kode_kecamatan_21,kode_kecamatan_22,kode_kecamatan_23,kode_kecamatan_24,kode_kecamatan_25,kode_kecamatan_26
2020-05-13,1357,823140052.81,49213207.68,9318429.06,0.189348,6,3,Argapura,sector_hotel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,1060,630438692.97,63402810.97,7354859.8,0.116002,12,1,Argapura,sector_reklame,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-24,1223,984748918.68,93487982.65,5283322.98,0.056513,2,4,Palasah,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-09-17,1243,9172096.06,11987405.28,2803323.77,0.233856,1,1,Banjaran,sector_reklame,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,1133,738533789.44,24077782.15,7548583.52,0.313508,8,2,Kasokandel,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-09-06,1377,285763136.74,84497186.5,6598537.78,0.078092,12,1,Maja,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-09,1248,112153093.52,47712359.54,8560832.79,0.179426,7,4,Panyingkiran,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08,1429,524830470.66,25906399.59,7839380.45,0.302604,9,2,Dawuan,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-25,1511,786508961.54,71655602.01,6739174.34,0.09405,5,3,Kertajati,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-04-05,1131,173268570.86,25453691.28,9264383.08,0.36397,3,3,Rajagaluh,sector_hotel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29,1298,203003073.2,35873896.97,9609404.92,0.267866,8,1,Banjaran,sector_reklame,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09,1707,861708960.83,77455233.87,22235.49,0.000287,9,1,Panyingkiran,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,1700,851432626.48,50093189.58,6570262.46,0.131161,6,4,Maja,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-05-22,1701,502233920.52,65629381.17,8728681.26,0.133,6,1,Rajagaluh,sector_reklame,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-21,1247,642388263.61,59563088.83,1416462.01,0.023781,10,2,Bantarujeg,sector_parkir,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-02,1547,310618035.1,56152689.54,8293986.29,0.147704,12,2,Sindang,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-24,1475,648350844.04,82525033.36,4690430.55,0.056836,11,4,Lemahsugih,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-28,1546,121996077.75,28103393.63,4873750.71,0.173422,8,1,Kadipaten,sector_reklame,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-27,1625,470404826.24,70607106.05,6675334.76,0.094542,9,3,Kadipaten,sector_hotel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-09,1659,395132402.04,35341595.7,7441358.09,0.210555,7,1,Sindang,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-12-06,1367,608056238.63,75196948.09,9439163.69,0.125526,6,4,Majalengka,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-03-07,1300,749871657.76,97237952.36,2882377.39,0.029643,8,1,Majalengka,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-05-22,1914,499870787.08,53348827.19,6144617.94,0.115178,2,4,Talaga,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-07-11,1286,687400382.19,40113622.31,3264964.58,0.081393,3,2,Sindangwangi,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-24,1215,737084998.5,84167309.87,2204949.85,0.026197,10,3,Banjaran,sector_hotel,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15,1102,699692094.39,10553486.99,5599548.02,0.530587,2,3,Palasah,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-08-09,1989,876284569.96,52263955.99,5302891.1,0.101464,11,4,Sindang,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-01-31,1488,232257956.19,81918779.27,7220980.0,0.088148,1,4,Sukahaji,sector_restoran,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04,1689,741970116.0,36364383.12,4868730.72,0.133887,8,3,Jatiwangi,sector_hotel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-30,1767,699005178.48,82752069.03,7677680.46,0.092779,7,2,Sumberjaya,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-02-25,1148,716615149.45,74775586.41,8390164.33,0.112205,12,1,Palasah,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-02-26,1533,142185615.14,92567888.66,6203544.29,0.067016,2,3,Cingambul,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-12-09,1182,982349598.99,61447732.61,517502.61,0.008422,8,3,Cigasong,sector_hotel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-06,1703,815594489.73,58513579.71,3927988.32,0.06713,4,1,Banjaran,sector_reklame,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-23,1121,101888946.26,892211.05,2552517.45,2.86089,2,4,Palasah,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-08-03,1734,164976315.18,91579740.35,9577618.89,0.104582,10,2,Jatitujuh,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-09-06,1203,933142136.21,39587241.74,5587462.69,0.141143,7,2,Jatitujuh,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-11-18,1531,694158738.07,79659057.2,3603864.98,0.045241,5,3,Kertajati,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-12-24,1891,526463679.02,96544350.33,9351274.34,0.09686,3,2,Argapura,sector_parkir,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-04,1713,246413037.86,12414389.3,6170058.2,0.497009,2,3,Sindangwangi,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14,1534,364662088.21,28467682.33,5673766.56,0.199306,5,3,Sindang,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-30,1909,189947006.94,49937674.95,3173323.47,0.063546,11,2,Leuwimunding,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-21,1911,585674919.96,88210655.79,5997390.04,0.067989,2,4,Rajagaluh,sector_restoran,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01,1889,839742413.22,56236075.92,7624376.07,0.135578,6,4,Malausma,sector_restoran,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03,1711,4387244.15,26663204.79,2452325.03,0.091974,8,2,Majalengka,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-10-23,1041,179788582.94,59452787.39,2263704.32,0.038076,1,4,Kasokandel,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-20,1592,487033686.45,95250426.28,2445950.04,0.025679,6,3,Cikijing,sector_hotel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,1943,596005548.3,77811830.49,4264909.02,0.054811,5,3,Maja,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-27,1182,90719857.64,6709390.25,9723665.39,1.449262,3,2,Maja,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-03-24,1688,388360606.71,74602011.81,5435502.09,0.07286,7,1,Talaga,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-11-27,1934,87522516.8,5903874.12,2454723.38,0.415782,3,3,Sumberjaya,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-09-19,1985,749479355.28,77857071.35,1835318.93,0.023573,1,4,Jatiwangi,sector_restoran,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-17,1297,936119330.87,15349925.08,1819447.43,0.118531,3,3,Sindangwangi,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17,1638,244615439.76,87583196.18,2445540.4,0.027922,12,4,Ligung,sector_restoran,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-19,1272,78494682.77,38581229.11,1087796.76,0.028195,7,3,Sindang,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-06-16,1217,949837881.1,4610677.51,8933573.4,1.937584,5,2,Leuwimunding,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-06-10,1625,729556739.89,3940627.99,8609375.88,2.184773,9,3,Kadipaten,sector_hotel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-13,1449,655542462.9,93701198.9,3701328.43,0.039501,8,3,Ligung,sector_hotel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-13,1672,209120539.31,62979896.11,7681414.46,0.121966,4,3,Lemahsugih,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-11-04,1068,688832383.1,50588503.02,3099189.6,0.061263,11,4,Majalengka,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024-07-28,1910,840992453.25,93889237.09,3007751.92,0.032035,11,2,Majalengka,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-10-03,1441,910934598.57,80257753.05,5445522.5,0.06785,7,1,Sindangwangi,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-05,1776,444049521.24,81641014.83,2252687.82,0.027593,3,3,Dawuan,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,1504,44526932.16,42485932.55,4770744.31,0.11229,9,4,Argapura,sector_restoran,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,1866,639883267.88,52824969.0,4545627.94,0.086051,4,3,Maja,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-10-19,1778,84016190.6,64421674.87,1890185.5,0.029341,3,2,Ligung,sector_parkir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,1975,270750881.76,9067141.21,355265.64,0.039182,2,4,Jatiwangi,sector_restoran,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-16,1878,661247635.19,74188900.95,8950179.87,0.12064,8,1,Sindangwangi,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-17,1534,238253442.35,8696907.37,1018452.44,0.117105,5,3,Banjaran,sector_hotel,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-12,1049,416201038.85,46276165.06,5074665.68,0.10966,3,1,Bantarujeg,sector_reklame,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-25,1132,246400567.75,40186725.57,2790775.53,0.069445,5,4,Lemahsugih,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-06-11,1600,921843248.13,1204755.03,9258269.1,7.684773,7,1,Sindang,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-02-13,1140,52124968.22,53170301.19,5903101.93,0.111023,1,4,Kasokandel,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-01-13,1435,127536967.23,16313656.15,6955066.45,0.426334,1,4,Jatitujuh,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-14,1790,349767316.67,49302354.95,2655453.7,0.053861,3,4,Leuwimunding,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-11-06,1534,101891619.81,31257725.5,8865104.31,0.283613,11,4,Sindang,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-15,1224,980854927.31,17716273.56,7157270.66,0.403994,10,3,Kertajati,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-09-15,1739,782993439.94,64107339.15,661914.14,0.010325,5,1,Argapura,sector_reklame,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-04,1668,357662402.48,32074262.87,3982903.75,0.124178,7,1,Kertajati,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-19,1383,892830427.14,94529024.09,8116411.43,0.085862,5,1,Cikijing,sector_reklame,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-14,1947,753186528.05,59620045.95,8326743.24,0.139663,8,1,Majalengka,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-01-13,1038,859826518.45,1931589.73,5241999.92,2.713827,4,3,Jatiwangi,sector_hotel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-30,1740,595754048.88,17351073.24,3449505.69,0.198806,4,2,Jatiwangi,sector_parkir,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,1180,97020524.41,21777536.57,9402016.49,0.43173,4,3,Majalengka,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-04-10,1489,320531815.95,69853155.03,4307836.47,0.06167,5,2,Cingambul,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-01-23,1245,553183990.96,90038642.56,1386525.26,0.015399,1,1,Sukahaji,sector_reklame,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-15,1899,105337955.34,88707935.61,8430232.27,0.095034,4,3,Maja,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-02-26,1850,357109450.97,42954013.33,1418618.08,0.033026,3,2,Sindangwangi,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-26,1565,158303890.19,79132920.89,5378502.84,0.067968,11,3,Sumberjaya,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2024-06-09,1643,639512293.37,49004649.62,1231892.05,0.025138,8,4,Kadipaten,sector_restoran,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-03,1655,576917524.58,98426314.54,4287190.27,0.043557,5,4,Kertajati,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-11-07,1972,445854429.82,73871457.2,1665981.04,0.022552,9,3,Cigasong,sector_hotel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,1590,774409876.36,68006015.03,1017565.19,0.014963,6,3,Ligung,sector_hotel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-30,1292,628401994.42,9872239.88,8189717.72,0.82957,11,3,Ligung,sector_hotel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-15,1388,924547785.42,70658410.25,9121024.04,0.129086,8,2,Kertajati,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-01-14,1917,963331855.61,18197696.73,4973575.25,0.273308,5,3,Cigasong,sector_hotel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-02,1888,20527001.55,48527879.97,5775945.19,0.119023,5,2,Maja,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-08-10,1622,503815223.96,38183284.8,3329643.75,0.087202,5,4,Ligung,sector_restoran,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17,1755,123075141.5,18902791.79,6130612.35,0.324323,9,1,Palasah,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-10-06,1806,206850055.13,76369721.19,3871344.37,0.050692,12,3,Cingambul,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-01-28,1491,265205881.48,20637620.65,6344511.48,0.307425,3,3,Rajagaluh,sector_hotel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06,1027,974683117.13,65430749.92,6924982.5,0.105837,9,1,Kadipaten,sector_reklame,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16,1600,411571403.44,13100264.16,8956032.7,0.683653,12,3,Sukahaji,sector_hotel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,1480,380258313.44,28054147.62,3213897.08,0.11456,5,3,Sukahaji,sector_hotel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-19,1490,330496416.47,66310731.69,1552234.48,0.023408,4,1,Argapura,sector_reklame,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-05,1526,395204452.67,78385238.43,5808783.95,0.074106,1,2,Palasah,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-10-11,1477,164930696.66,57017141.65,564887.52,0.009907,11,1,Sindang,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-11-15,1717,407590151.44,16398109.71,6032520.74,0.367879,1,3,Cingambul,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-07-22,1727,41597988.56,59998015.95,9495502.05,0.158264,12,2,Banjaran,sector_parkir,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-25,1325,762216094.88,6211412.97,6499953.61,1.046453,9,2,Sindang,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-04,1598,372334547.8,49885083.18,3173770.93,0.063622,2,4,Kertajati,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-06-07,1949,649315728.44,37652594.37,1351496.66,0.035894,5,1,Sindangwangi,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-05,1971,831972870.33,84030904.91,6753648.89,0.080371,10,3,Kasokandel,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-02-14,1602,883202265.66,66267634.81,7871447.2,0.118783,4,4,Sumberjaya,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-05-18,1221,732392943.67,53883508.52,8259957.37,0.153293,6,2,Majalengka,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-02-03,1367,166674331.37,67309712.72,6353787.07,0.094396,6,4,Cikijing,sector_restoran,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-24,1465,651860470.21,86312752.95,213250.44,0.002471,1,3,Banjaran,sector_hotel,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-23,1111,449205321.89,81005402.85,9528033.9,0.117622,12,3,Cikijing,sector_hotel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-19,1551,320745239.55,57936756.77,670967.72,0.011581,8,2,Talaga,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-03-17,1184,127662774.89,36650266.9,7714112.22,0.210479,1,2,Jatitujuh,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-09-06,1642,874854301.88,51341542.13,1500647.8,0.029229,5,1,Kertajati,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-05-05,1540,631465416.34,53566121.16,2851692.46,0.053237,2,4,Kertajati,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-07-24,1979,414754143.03,29442852.73,9437177.62,0.320525,9,1,Ligung,sector_reklame,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-05,1871,317547258.16,25741270.14,2056728.92,0.0799,9,2,Kertajati,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-07,1252,242984900.46,91905670.63,205421.05,0.002235,3,3,Dawuan,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-09,1219,660666716.47,60542279.45,5684999.63,0.093901,4,1,Kadipaten,sector_reklame,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-27,1773,316063882.05,31433137.87,4497411.71,0.143079,4,4,Jatitujuh,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-03-28,1012,30568869.98,62436248.21,910349.07,0.01458,3,2,Majalengka,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024-11-02,1295,197451499.33,28315774.0,8296942.48,0.293015,12,3,Lemahsugih,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-11-09,1357,92045158.09,77905933.45,2391118.79,0.030692,9,2,Sumberjaya,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-12,1700,781446636.41,88393245.6,5171200.08,0.058502,3,4,Cingambul,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-05-28,1601,313001523.34,34231368.47,488088.39,0.014259,3,1,Kasokandel,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-13,1666,937208566.5,78858867.65,3155673.96,0.040017,5,4,Kadipaten,sector_restoran,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-26,1164,200270695.5,38081128.65,7717953.51,0.202671,11,1,Bantarujeg,sector_reklame,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-10,1338,696217832.86,37078062.7,2008301.07,0.054164,4,3,Jatitujuh,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-07,1474,162619512.69,87797034.8,2327539.13,0.02651,7,3,Palasah,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
